external_id,created_at,account_age_months,monthly_revenue,remaining_arr,logins_30d,logins_prev_30d,login_frequency_change,features_used,previous_features_used,feature_usage_change,support_tickets,negative_support,support_ticket_growth,emails_opened,emails_clicked,email_engagement,last_login_days,payment_failures,days_until_renewal,number_of_users,user_activity_variance,historical_discount,churned,upgraded,responded,high_ltv,support_30d,upgrade_arpu,expected_contribution,avoided_support_cost,incremental_margin,true_p0_churn,true_p0_upsell,true_p0_response,true_p0_high_ltv,true_p0_support
C-10715,2024-10-26,48.0,49.0,588.0,3.0,3.0,0.0,8.0,9.0,-0.1111,1.0,0.0,0.0635,10.0,8.0,0.9,34.0,0.0,71.0,20.0,0.7082,1.0,0,0,1,0,0,120.0,277.53,65.0,8.0,0.1419,0.7169,0.613,0.102,0.4061
C-10716,2024-08-16,32.0,49.0,588.0,4.0,2.0,1.0,5.0,9.0,-0.4444,1.0,0.0,-0.484,5.0,5.0,0.5,19.0,0.0,79.0,26.0,0.4273,1.0,0,1,0,0,0,120.0,280.4,65.0,8.0,0.133,0.635,0.53,0.1024,0.3363
C-10717,2026-02-04,30.0,149.0,1788.0,26.0,23.0,0.1304,10.0,9.0,0.1111,2.0,1.0,-0.1423,6.0,5.0,0.55,17.0,0.0,109.0,11.0,0.374,0.0,0,0,1,0,0,120.0,822.29,90.0,22.35,0.1638,0.6102,0.485,0.1983,0.4775
C-10718,2024-04-25,15.0,799.0,9588.0,14.0,2.0,6.0,5.0,6.0,-0.1667,1.0,0.0,1.1309,10.0,7.0,0.85,10.0,1.0,152.0,3.0,0.7099,1.0,0,0,1,1,0,360.0,4581.3,65.0,80.0,0.1312,0.4811,0.7027,0.9815,0.2789
C-10719,2026-03-13,36.0,399.0,4788.0,12.0,17.0,-0.2941,3.0,1.0,2.0,1.0,1.0,1.1047,1.0,0.0,0.05,29.0,0.0,118.0,35.0,0.298,0.0,0,1,1,0,0,360.0,1448.32,65.0,59.85,0.45,0.7281,0.2497,0.377,0.5548
C-10720,2025-02-26,10.0,49.0,588.0,31.0,26.0,0.1923,5.0,7.0,-0.2857,0.0,0.0,0.1505,11.0,10.0,1.0,12.0,1.0,177.0,26.0,0.3362,0.0,1,0,1,0,1,120.0,279.84,40.0,8.0,0.1347,0.5281,0.6814,0.1023,0.2159
C-10721,2025-09-28,56.0,49.0,588.0,18.0,17.0,0.0588,0.0,4.0,-1.0,1.0,0.0,0.0458,8.0,8.0,0.8,40.0,0.0,124.0,28.0,0.3538,0.0,0,0,0,0,1,120.0,267.24,65.0,8.0,0.1736,0.6622,0.47,0.1007,0.5498
C-10722,2024-11-24,51.0,149.0,1788.0,4.0,13.0,-0.6923,8.0,9.0,-0.1111,1.0,1.0,-1.1464,7.0,5.0,0.6,18.0,0.0,76.0,21.0,0.1367,0.0,0,1,1,0,1,120.0,656.84,65.0,22.35,0.3321,0.7158,0.5,0.1634,0.411
C-10723,2025-09-18,8.0,249.0,2988.0,17.0,12.0,0.4167,9.0,6.0,0.5,1.0,0.0,1.3755,5.0,4.0,0.45,36.0,0.0,105.0,16.0,0.4631,1.0,0,0,0,0,0,360.0,1099.92,65.0,37.35,0.3307,0.5974,0.4256,0.2689,0.4085
C-10724,2026-03-26,47.0,399.0,4788.0,26.0,18.0,0.4444,10.0,10.0,0.0,1.0,0.0,0.8291,8.0,7.0,0.75,21.0,0.0,114.0,17.0,0.2475,1.0,0,1,1,0,0,360.0,2378.88,65.0,59.85,0.0967,0.8024,0.6177,0.6957,0.2953
C-10725,2025-03-10,8.0,399.0,4788.0,11.0,16.0,-0.3125,6.0,7.0,-0.1429,0.0,0.0,0.6016,2.0,0.0,0.1,18.0,0.0,156.0,30.0,0.2859,0.0,1,1,0,0,0,360.0,1722.74,40.0,59.85,0.3458,0.6381,0.31,0.4724,0.2387
C-10726,2024-07-06,43.0,149.0,1788.0,14.0,14.0,0.0,4.0,7.0,-0.4286,3.0,1.0,-1.5,3.0,3.0,0.3,20.0,0.0,49.0,9.0,0.2591,1.0,0,0,1,0,1,120.0,798.81,115.0,22.35,0.1877,0.539,0.4452,0.1931,0.6682
C-10727,2024-03-09,7.0,99.0,1188.0,0.0,5.0,-1.0,14.0,11.0,0.2727,0.0,0.0,0.0327,11.0,11.0,1.0,19.0,0.0,48.0,14.0,0.2826,1.0,0,1,1,1,0,120.0,351.16,40.0,14.85,0.4626,0.5619,0.715,0.1121,0.178
C-10728,2026-03-27,30.0,49.0,588.0,10.0,18.0,-0.4444,3.0,6.0,-0.5,3.0,1.0,-0.1017,3.0,0.0,0.15,21.0,1.0,40.0,12.0,0.2322,1.0,0,0,1,0,0,120.0,148.79,115.0,8.0,0.5399,0.4329,0.3823,0.0864,0.6857
C-10729,2026-05-31,40.0,49.0,588.0,26.0,20.0,0.3,3.0,5.0,-0.4,0.0,0.0,0.5463,8.0,5.0,0.65,39.0,0.0,14.0,21.0,0.4494,1.0,0,0,1,0,0,120.0,214.65,40.0,8.0,0.3363,0.5749,0.49,0.0941,0.4061
C-10730,2025-07-28,44.0,49.0,588.0,17.0,20.0,-0.15,6.0,5.0,0.2,2.0,1.0,-0.3608,11.0,10.0,1.0,31.0,0.0,123.0,38.0,0.3689,0.0,0,1,1,0,1,120.0,256.56,90.0,8.0,0.2067,0.7679,0.5939,0.0993,0.6295
C-10731,2024-01-14,26.0,799.0,9588.0,0.0,3.0,-1.0,5.0,10.0,-0.5,2.0,1.0,-0.1854,7.0,4.0,0.55,1.0,0.0,173.0,36.0,0.4096,0.0,1,1,0,1,0,360.0,3270.07,90.0,80.0,0.3799,0.733,0.5646,0.8909,0.4207
C-10732,2026-02-19,55.0,99.0,1188.0,20.0,19.0,0.0526,12.0,9.0,0.3333,1.0,1.0,0.4955,3.0,3.0,0.3,2.0,0.0,112.0,22.0,0.8708,0.0,0,1,1,0,1,120.0,601.73,65.0,14.85,0.0791,0.8146,0.4601,0.1529,0.2611
C-10733,2025-03-12,46.0,399.0,4788.0,17.0,20.0,-0.15,3.0,2.0,0.5,1.0,0.0,-0.6189,10.0,10.0,1.0,1.0,0.0,15.0,8.0,0.3689,1.0,0,1,1,0,0,360.0,2438.2,65.0,59.85,0.0741,0.6371,0.7824,0.7134,0.246
C-10734,2024-07-25,14.0,249.0,2988.0,2.0,5.0,-0.6,8.0,6.0,0.3333,1.0,0.0,-0.4592,9.0,8.0,0.85,31.0,1.0,68.0,37.0,0.521,0.0,0,1,1,0,1,360.0,760.19,65.0,37.35,0.5374,0.7234,0.5349,0.1846,0.3846
C-10735,2024-11-19,40.0,249.0,2988.0,27.0,23.0,0.1739,6.0,5.0,0.2,2.0,0.0,0.1547,6.0,4.0,0.5,9.0,0.0,163.0,13.0,0.5437,0.0,0,1,0,0,0,360.0,1512.25,90.0,37.35,0.0798,0.6964,0.505,0.3987,0.3475
C-10736,2026-04-10,44.0,149.0,1788.0,8.0,15.0,-0.4667,7.0,8.0,-0.125,2.0,1.0,1.0708,1.0,1.0,0.1,17.0,0.0,14.0,14.0,0.3874,0.0,1,0,1,0,0,120.0,502.76,90.0,22.35,0.4888,0.6024,0.3143,0.1355,0.515
C-10737,2025-11-15,21.0,399.0,4788.0,8.0,13.0,-0.3846,0.0,1.0,-1.0,4.0,1.0,0.6468,5.0,5.0,0.5,37.0,0.0,112.0,35.0,0.4548,1.0,0,1,1,1,1,360.0,1223.17,140.0,59.85,0.5355,0.5992,0.4403,0.3049,0.8594
C-10738,2025-06-10,44.0,49.0,588.0,21.0,20.0,0.05,7.0,8.0,-0.125,1.0,0.0,0.8603,5.0,2.0,0.35,5.0,0.0,82.0,11.0,0.4041,1.0,0,0,1,0,0,120.0,299.98,65.0,8.0,0.0724,0.6304,0.5399,0.105,0.2315
C-10739,2025-10-10,54.0,49.0,588.0,20.0,14.0,0.4286,6.0,9.0,-0.3333,0.0,0.0,0.0507,2.0,0.0,0.1,6.0,0.0,165.0,19.0,0.4405,0.0,0,0,1,0,0,120.0,297.23,40.0,8.0,0.0809,0.7088,0.3635,0.1046,0.1795
C-10740,2026-01-17,49.0,149.0,1788.0,22.0,15.0,0.4667,4.0,3.0,0.3333,1.0,0.0,1.1961,4.0,2.0,0.3,3.0,0.0,94.0,36.0,0.2827,0.0,0,1,0,0,0,120.0,919.71,65.0,22.35,0.0648,0.7591,0.4551,0.2214,0.2479
C-10741,2025-07-07,46.0,149.0,1788.0,5.0,9.0,-0.4444,4.0,2.0,1.0,0.0,0.0,-1.3929,1.0,0.0,0.05,12.0,0.0,103.0,13.0,0.3012,1.0,0,0,1,0,0,120.0,754.89,40.0,22.35,0.2324,0.5778,0.387,0.1835,0.2244
C-10742,2024-10-03,38.0,249.0,2988.0,32.0,26.0,0.2308,10.0,7.0,0.4286,0.0,0.0,1.6178,8.0,8.0,0.8,4.0,0.0,131.0,25.0,0.4034,1.0,0,1,1,1,0,360.0,1558.5,40.0,37.35,0.0517,0.8152,0.7109,0.4146,0.1443
C-10743,2024-03-06,17.0,399.0,4788.0,22.0,27.0,-0.1852,3.0,3.0,0.0,0.0,0.0,1.7214,5.0,2.0,0.35,28.0,1.0,148.0,2.0,0.05,0.0,0,1,1,1,0,360.0,1529.87,40.0,59.85,0.4191,0.4087,0.3543,0.4047,0.3296
C-10744,2024-04-18,48.0,249.0,2988.0,15.0,4.0,2.75,13.0,11.0,0.1818,1.0,0.0,0.3653,8.0,7.0,0.75,33.0,0.0,95.0,39.0,0.6992,0.0,0,0,1,0,0,360.0,1391.69,65.0,37.35,0.1532,0.9083,0.485,0.3582,0.3407
C-10745,2024-07-27,23.0,99.0,1188.0,13.0,20.0,-0.35,8.0,9.0,-0.1111,1.0,1.0,0.6658,5.0,2.0,0.35,8.0,0.0,131.0,17.0,0.8322,0.0,1,0,0,0,0,120.0,492.66,65.0,14.85,0.246,0.5713,0.4502,0.1338,0.3407
C-10746,2025-11-08,32.0,99.0,1188.0,9.0,1.0,8.0,9.0,11.0,-0.1818,0.0,0.0,-0.0304,8.0,5.0,0.65,23.0,0.0,145.0,27.0,0.4341,0.0,0,1,1,0,0,120.0,563.08,40.0,14.85,0.1382,0.7111,0.495,0.1459,0.2387
C-10747,2024-03-24,20.0,399.0,4788.0,6.0,10.0,-0.4,7.0,6.0,0.1667,1.0,0.0,-0.1677,8.0,8.0,0.8,13.0,0.0,96.0,20.0,0.5331,0.0,0,1,0,0,1,360.0,2158.86,65.0,59.85,0.1802,0.6615,0.6035,0.6254,0.2769
C-10748,2024-04-22,20.0,99.0,1188.0,39.0,27.0,0.4444,10.0,11.0,-0.0909,1.0,1.0,-0.4887,1.0,1.0,0.1,3.0,0.0,130.0,17.0,0.6162,0.0,0,1,0,0,1,120.0,552.9,65.0,14.85,0.1538,0.6066,0.3775,0.1441,0.287
C-10749,2026-05-13,11.0,249.0,2988.0,9.0,5.0,0.8,1.0,1.0,0.0,4.0,0.0,-0.0392,5.0,3.0,0.4,21.0,0.0,68.0,16.0,0.1351,0.0,0,1,0,0,1,360.0,1313.06,140.0,37.35,0.201,0.4699,0.4061,0.3328,0.6857
C-10750,2024-12-19,57.0,249.0,2988.0,5.0,11.0,-0.5455,1.0,4.0,-0.75,0.0,0.0,0.4447,8.0,6.0,0.7,31.0,0.0,67.0,1.0,0.5857,1.0,0,1,0,0,0,360.0,1171.13,40.0,37.35,0.2874,0.576,0.5498,0.2894,0.3729
C-10751,2024-04-22,10.0,399.0,4788.0,3.0,6.0,-0.5,0.0,1.0,-1.0,0.0,0.0,0.3359,7.0,7.0,0.7,10.0,0.0,5.0,11.0,0.3147,0.0,0,0,1,1,1,360.0,1747.89,40.0,59.85,0.3363,0.3922,0.5793,0.4814,0.2497
C-10752,2026-02-08,7.0,399.0,4788.0,25.0,20.0,0.25,9.0,8.0,0.125,1.0,0.0,1.5893,2.0,1.0,0.15,35.0,0.0,122.0,15.0,0.8581,0.0,0,1,0,1,1,360.0,1617.43,65.0,59.85,0.3858,0.5786,0.2573,0.4352,0.4013
C-10753,2026-05-03,56.0,149.0,1788.0,19.0,13.0,0.4615,8.0,6.0,0.3333,1.0,0.0,0.0802,9.0,6.0,0.75,44.0,1.0,48.0,15.0,0.3623,0.0,1,1,0,0,1,120.0,696.11,65.0,22.35,0.2921,0.7035,0.4305,0.1712,0.48
C-10754,2025-03-20,34.0,99.0,1188.0,17.0,17.0,0.0,1.0,4.0,-0.75,0.0,0.0,-1.1911,2.0,0.0,0.1,2.0,1.0,147.0,11.0,0.5816,1.0,0,0,0,0,0,120.0,565.39,40.0,14.85,0.1347,0.4558,0.4551,0.1463,0.1994
C-10755,2024-04-09,27.0,149.0,1788.0,26.0,26.0,0.0,5.0,4.0,0.25,1.0,1.0,1.3154,11.0,11.0,1.0,7.0,1.0,171.0,26.0,0.3643,0.0,0,1,1,0,0,120.0,865.14,65.0,22.35,0.1203,0.613,0.7027,0.2082,0.3682
C-10756,2025-07-07,44.0,149.0,1788.0,20.0,15.0,0.3333,6.0,8.0,-0.25,2.0,1.0,-0.9768,8.0,6.0,0.7,13.0,0.0,158.0,33.0,0.8393,0.0,0,1,0,0,1,120.0,881.26,90.0,22.35,0.1039,0.7499,0.5646,0.2121,0.4975
C-10757,2026-01-30,24.0,99.0,1188.0,21.0,20.0,0.05,2.0,2.0,0.0,2.0,1.0,-0.4475,3.0,3.0,0.3,38.0,0.0,53.0,35.0,0.2975,1.0,0,1,0,0,1,120.0,386.46,90.0,14.85,0.4085,0.571,0.3589,0.1172,0.7191
C-10758,2026-05-01,9.0,249.0,2988.0,0.0,3.0,-1.0,9.0,6.0,0.5,2.0,1.0,0.2174,2.0,1.0,0.15,6.0,0.0,119.0,38.0,0.633,0.0,0,1,1,0,0,360.0,679.35,90.0,37.35,0.5866,0.7204,0.3823,0.1679,0.4085
C-10759,2025-05-21,44.0,99.0,1188.0,1.0,6.0,-0.8333,9.0,7.0,0.2857,3.0,1.0,0.3337,10.0,10.0,1.0,21.0,0.0,136.0,26.0,0.5253,1.0,0,1,1,0,0,120.0,416.61,115.0,14.85,0.3624,0.7308,0.7068,0.1217,0.6177
C-10760,2026-04-12,12.0,249.0,2988.0,27.0,26.0,0.0385,4.0,3.0,0.3333,1.0,0.0,-1.1564,6.0,4.0,0.5,24.0,1.0,93.0,17.0,0.4809,1.0,1,1,0,0,1,360.0,1168.37,65.0,37.35,0.2891,0.5313,0.505,0.2886,0.3823
C-10761,2026-01-03,34.0,399.0,4788.0,31.0,24.0,0.2917,7.0,3.0,1.3333,2.0,1.0,-0.5972,9.0,9.0,0.9,5.0,1.0,93.0,26.0,0.4458,1.0,0,1,1,0,0,360.0,2344.82,90.0,59.85,0.1096,0.7623,0.7389,0.6853,0.4256
C-10762,2024-05-22,57.0,799.0,9588.0,28.0,18.0,0.5556,2.0,4.0,-0.5,2.0,0.0,-1.1846,9.0,9.0,0.9,1.0,0.0,81.0,6.0,0.2666,0.0,0,1,0,1,0,360.0,5106.36,90.0,80.0,0.0317,0.6602,0.6942,0.9912,0.3385
C-10763,2025-07-13,56.0,49.0,588.0,16.0,11.0,0.4545,4.0,7.0,-0.4286,1.0,1.0,0.4974,0.0,0.0,0.0,5.0,1.0,58.0,32.0,0.05,1.0,0,1,1,0,1,120.0,269.75,65.0,8.0,0.1659,0.7534,0.4013,0.101,0.3659
C-10764,2025-08-10,22.0,399.0,4788.0,8.0,6.0,0.3333,1.0,3.0,-0.6667,3.0,2.0,0.9467,8.0,8.0,0.8,2.0,0.0,105.0,21.0,0.6149,0.0,0,1,0,0,1,360.0,2335.71,115.0,59.85,0.113,0.5728,0.6548,0.6825,0.6921
C-10765,2025-11-09,47.0,49.0,588.0,27.0,23.0,0.1739,4.0,5.0,-0.2,3.0,2.0,-0.9775,4.0,4.0,0.4,22.0,0.0,178.0,7.0,0.3022,0.0,0,1,0,0,1,120.0,247.09,115.0,8.0,0.236,0.5379,0.4013,0.0981,0.779
C-10766,2025-04-13,37.0,149.0,1788.0,18.0,22.0,-0.1818,0.0,6.0,-1.0,0.0,0.0,0.7965,10.0,8.0,0.9,42.0,0.0,43.0,17.0,0.6339,0.0,0,1,1,0,0,120.0,708.69,40.0,22.35,0.2793,0.4776,0.5,0.1738,0.4651
C-10767,2025-10-06,29.0,99.0,1188.0,6.0,7.0,-0.1429,2.0,3.0,-0.3333,1.0,1.0,0.7446,2.0,0.0,0.1,15.0,0.0,13.0,12.0,0.4703,0.0,0,1,0,0,0,120.0,405.62,65.0,14.85,0.3792,0.4281,0.323,0.12,0.4626
C-10768,2025-05-30,10.0,49.0,588.0,11.0,16.0,-0.3125,5.0,7.0,-0.2857,0.0,0.0,-0.5273,0.0,0.0,0.0,11.0,1.0,14.0,14.0,0.6401,0.0,1,0,0,0,0,120.0,153.02,40.0,8.0,0.5268,0.3909,0.3058,0.0868,0.2108
C-10769,2024-08-17,23.0,99.0,1188.0,10.0,17.0,-0.4118,3.0,2.0,0.5,1.0,1.0,-1.5,7.0,4.0,0.55,10.0,0.0,106.0,2.0,0.5604,1.0,0,0,1,0,1,120.0,490.08,65.0,14.85,0.25,0.3624,0.5939,0.1334,0.4134
C-10770,2025-03-02,39.0,49.0,588.0,15.0,13.0,0.1538,2.0,2.0,0.0,1.0,0.0,-0.857,6.0,4.0,0.5,44.0,0.0,52.0,1.0,0.05,1.0,1,0,1,0,1,120.0,226.9,65.0,8.0,0.2984,0.4063,0.4061,0.0956,0.5548
C-10771,2026-04-04,59.0,399.0,4788.0,27.0,26.0,0.0385,1.0,3.0,-0.6667,1.0,0.0,-0.4762,6.0,5.0,0.55,43.0,1.0,85.0,14.0,0.523,1.0,0,1,0,1,1,360.0,1814.16,65.0,59.85,0.3111,0.6736,0.4305,0.5051,0.5597
C-10772,2026-01-13,2.0,49.0,588.0,8.0,4.0,1.0,5.0,4.0,0.25,1.0,0.0,1.2333,3.0,3.0,0.3,29.0,1.0,171.0,12.0,0.3313,0.0,1,0,0,0,0,120.0,189.32,65.0,8.0,0.4146,0.3527,0.3318,0.091,0.4061
C-10773,2025-07-21,43.0,149.0,1788.0,10.0,7.0,0.4286,2.0,1.0,1.0,3.0,2.0,-0.0946,5.0,2.0,0.35,20.0,1.0,18.0,39.0,0.633,1.0,0,0,0,0,1,120.0,530.95,115.0,22.35,0.4601,0.6813,0.4651,0.1403,0.7858
C-10774,2024-10-10,51.0,399.0,4788.0,4.0,3.0,0.3333,9.0,11.0,-0.1818,1.0,1.0,-0.8055,11.0,11.0,1.0,7.0,1.0,35.0,11.0,0.5182,0.0,0,1,1,1,1,360.0,2404.12,65.0,59.85,0.0871,0.7732,0.7027,0.7033,0.323
C-10775,2024-06-27,57.0,799.0,9588.0,22.0,19.0,0.1579,2.0,4.0,-0.5,0.0,0.0,0.1183,9.0,8.0,0.85,41.0,1.0,42.0,13.0,0.5206,0.0,0,0,1,1,0,360.0,3980.97,40.0,80.0,0.2451,0.683,0.485,0.9575,0.4329
C-10776,2024-09-08,26.0,799.0,9588.0,18.0,18.0,0.0,3.0,9.0,-0.6667,2.0,1.0,-1.0363,11.0,11.0,1.0,0.0,0.0,84.0,36.0,0.3456,0.0,0,1,1,1,1,360.0,4953.55,90.0,80.0,0.0607,0.733,0.7311,0.9891,0.4378
C-10777,2024-09-26,8.0,49.0,588.0,29.0,27.0,0.0741,7.0,10.0,-0.3,1.0,0.0,0.4115,3.0,0.0,0.15,7.0,0.0,126.0,34.0,0.2175,1.0,0,1,0,0,1,120.0,275.11,65.0,8.0,0.1493,0.6143,0.4502,0.1017,0.2423
C-10778,2026-04-28,17.0,799.0,9588.0,11.0,15.0,-0.2667,7.0,9.0,-0.2222,1.0,0.0,-0.7821,10.0,7.0,0.85,30.0,1.0,37.0,3.0,0.3134,1.0,0,1,1,1,0,360.0,3331.8,65.0,80.0,0.3682,0.5015,0.613,0.8992,0.3894
C-10779,2025-04-15,51.0,249.0,2988.0,7.0,5.0,0.4,10.0,10.0,0.0,1.0,1.0,-0.666,4.0,3.0,0.35,8.0,0.0,23.0,4.0,0.05,1.0,0,1,0,0,0,360.0,1371.9,65.0,37.35,0.1652,0.7422,0.525,0.3517,0.3186
C-10780,2024-12-10,52.0,99.0,1188.0,17.0,13.0,0.3077,0.0,2.0,-1.0,0.0,0.0,0.3004,11.0,10.0,1.0,4.0,0.0,20.0,4.0,0.2819,0.0,0,1,0,0,1,120.0,614.14,40.0,14.85,0.0601,0.4825,0.715,0.1552,0.2176
C-10781,2026-02-16,38.0,149.0,1788.0,0.0,3.0,-1.0,3.0,5.0,-0.4,1.0,0.0,1.4002,10.0,8.0,0.9,26.0,0.0,145.0,18.0,0.1072,0.0,0,1,1,0,0,120.0,543.14,65.0,22.35,0.4477,0.529,0.5793,0.1424,0.4085
C-10782,2024-11-21,9.0,799.0,9588.0,19.0,19.0,0.0,5.0,9.0,-0.4444,2.0,1.0,1.7582,1.0,0.0,0.05,1.0,0.0,10.0,23.0,0.1125,0.0,0,1,0,0,1,360.0,3891.16,90.0,80.0,0.2621,0.5839,0.3682,0.952,0.4207
C-10783,2025-12-03,9.0,149.0,1788.0,15.0,19.0,-0.2105,7.0,7.0,0.0,0.0,0.0,-0.8319,11.0,10.0,1.0,12.0,0.0,114.0,14.0,0.4233,0.0,0,1,1,0,0,120.0,857.23,40.0,22.35,0.1283,0.474,0.6814,0.2064,0.1994
C-10784,2025-07-19,29.0,99.0,1188.0,21.0,24.0,-0.125,2.0,1.0,1.0,3.0,1.0,-0.4773,7.0,6.0,0.65,28.0,1.0,106.0,1.0,0.5068,0.0,1,0,1,0,1,120.0,412.07,115.0,14.85,0.3694,0.351,0.47,0.121,0.7389
C-10785,2024-09-23,36.0,799.0,9588.0,3.0,10.0,-0.7,8.0,7.0,0.1429,3.0,1.0,0.4124,9.0,9.0,0.9,8.0,0.0,22.0,8.0,0.3936,1.0,0,1,1,1,1,360.0,3440.84,115.0,80.0,0.3475,0.6516,0.7271,0.9125,0.5349
C-10786,2026-04-27,3.0,799.0,9588.0,17.0,9.0,0.8889,9.0,9.0,0.0,0.0,0.0,0.935,6.0,5.0,0.55,34.0,0.0,101.0,24.0,0.3002,1.0,0,1,0,1,0,360.0,3649.77,40.0,80.0,0.3079,0.6332,0.475,0.9335,0.3036
C-10787,2025-08-30,41.0,799.0,9588.0,8.0,2.0,3.0,6.0,10.0,-0.4,4.0,2.0,-1.5,2.0,0.0,0.1,4.0,0.0,55.0,15.0,0.2105,1.0,0,1,0,1,1,360.0,4405.84,140.0,80.0,0.1645,0.7043,0.4452,0.9764,0.735
C-10788,2026-05-22,33.0,799.0,9588.0,15.0,12.0,0.25,3.0,5.0,-0.4,0.0,0.0,0.0699,11.0,9.0,1.0,27.0,0.0,95.0,5.0,0.3366,1.0,1,0,0,1,0,360.0,4633.64,40.0,80.0,0.1213,0.5472,0.6814,0.9828,0.323
C-10789,2024-01-02,2.0,799.0,9588.0,25.0,13.0,0.9231,1.0,3.0,-0.6667,0.0,0.0,-0.3897,1.0,0.0,0.05,3.0,0.0,29.0,26.0,0.2356,1.0,0,1,0,1,0,360.0,4043.33,40.0,80.0,0.2333,0.4958,0.4305,0.961,0.2042
C-10790,2024-09-04,7.0,149.0,1788.0,20.0,21.0,-0.0476,2.0,4.0,-0.5,1.0,1.0,-1.5,9.0,7.0,0.8,32.0,0.0,121.0,24.0,0.3874,0.0,0,1,0,0,1,120.0,667.75,65.0,22.35,0.321,0.4157,0.51,0.1656,0.589
C-10791,2024-10-20,28.0,99.0,1188.0,39.0,21.0,0.8571,4.0,4.0,0.0,1.0,1.0,-1.0697,2.0,0.0,0.1,33.0,0.0,144.0,20.0,0.0957,1.0,0,1,0,0,1,120.0,402.86,65.0,14.85,0.3834,0.5221,0.31,0.1196,0.572
C-10792,2025-08-17,43.0,249.0,2988.0,3.0,4.0,-0.25,7.0,4.0,0.75,3.0,1.0,-0.4542,9.0,7.0,0.8,35.0,0.0,5.0,37.0,0.5403,1.0,1,1,0,0,0,360.0,919.83,115.0,37.35,0.4403,0.819,0.5695,0.2214,0.7311
C-10793,2026-01-10,49.0,99.0,1188.0,10.0,8.0,0.25,6.0,4.0,0.5,1.0,0.0,0.0471,5.0,4.0,0.45,12.0,0.0,98.0,33.0,0.2866,1.0,0,1,0,0,1,120.0,599.05,65.0,14.85,0.0832,0.77,0.5449,0.1524,0.2809
C-10794,2024-04-17,27.0,149.0,1788.0,12.0,14.0,-0.1429,3.0,6.0,-0.5,2.0,2.0,0.8065,2.0,1.0,0.15,10.0,0.0,118.0,2.0,0.4753,1.0,0,1,0,0,1,120.0,705.74,90.0,22.35,0.2823,0.3773,0.4354,0.1732,0.6341
C-10795,2024-05-13,19.0,249.0,2988.0,12.0,10.0,0.2,2.0,1.0,1.0,0.0,0.0,0.2835,2.0,0.0,0.1,44.0,0.0,5.0,36.0,0.5774,1.0,1,1,0,0,1,360.0,677.36,40.0,37.35,0.5878,0.6286,0.265,0.1675,0.4551
C-10796,2025-08-18,58.0,799.0,9588.0,6.0,1.0,5.0,5.0,4.0,0.25,5.0,2.0,0.758,3.0,2.0,0.25,32.0,0.0,131.0,2.0,0.4656,1.0,0,1,1,1,1,360.0,3587.32,165.0,80.0,0.3197,0.6593,0.3682,0.9278,0.9097
C-10797,2024-11-07,28.0,99.0,1188.0,22.0,23.0,-0.0435,1.0,4.0,-0.75,1.0,0.0,0.0214,10.0,7.0,0.85,8.0,0.0,100.0,19.0,0.5598,1.0,0,1,0,1,0,120.0,605.93,65.0,14.85,0.0726,0.4934,0.7109,0.1537,0.3079
C-10798,2025-09-08,20.0,99.0,1188.0,31.0,20.0,0.55,4.0,2.0,1.0,1.0,1.0,-0.564,9.0,9.0,0.9,1.0,0.0,58.0,36.0,0.05,0.0,0,0,1,0,0,120.0,604.52,65.0,14.85,0.0748,0.6371,0.6942,0.1534,0.3385
C-10799,2024-01-01,27.0,399.0,4788.0,16.0,15.0,0.0667,9.0,10.0,-0.1,2.0,0.0,-0.147,8.0,8.0,0.8,15.0,1.0,89.0,39.0,0.3014,1.0,0,1,1,1,1,360.0,2259.85,90.0,59.85,0.1419,0.8262,0.6637,0.6586,0.3543
C-10800,2025-04-06,2.0,49.0,588.0,11.0,9.0,0.2222,4.0,8.0,-0.5,1.0,0.0,0.5564,7.0,6.0,0.65,29.0,0.0,124.0,1.0,0.6206,1.0,0,0,0,0,0,120.0,243.24,65.0,8.0,0.2479,0.2821,0.5399,0.0976,0.4182
C-10801,2024-01-21,19.0,249.0,2988.0,18.0,23.0,-0.2174,12.0,11.0,0.0909,2.0,1.0,0.826,5.0,5.0,0.5,16.0,0.0,117.0,3.0,0.5018,0.0,0,1,0,0,1,360.0,1224.82,90.0,37.35,0.2547,0.6231,0.47,0.3054,0.4452
C-10802,2026-04-19,31.0,399.0,4788.0,4.0,1.0,3.0,7.0,7.0,0.0,1.0,0.0,-0.1183,10.0,10.0,1.0,36.0,0.0,140.0,10.0,0.7697,1.0,0,0,0,1,0,360.0,2170.42,65.0,59.85,0.1758,0.6438,0.6411,0.6293,0.4329
C-10803,2024-05-08,55.0,249.0,2988.0,12.0,13.0,-0.0769,1.0,2.0,-0.5,1.0,0.0,-0.7433,3.0,2.0,0.25,22.0,0.0,11.0,11.0,0.7409,0.0,0,1,0,1,0,360.0,1254.61,65.0,37.35,0.2366,0.6438,0.3452,0.3145,0.4037
C-10804,2024-06-05,44.0,149.0,1788.0,18.0,22.0,-0.1818,9.0,10.0,-0.1,0.0,0.0,0.2685,11.0,11.0,1.0,44.0,0.0,142.0,11.0,0.4599,1.0,0,1,1,0,0,120.0,728.99,40.0,22.35,0.2587,0.6458,0.6035,0.178,0.3705
