external_id,created_at,company_size,industry,country,job_title,lead_source,website_visits,pricing_page_visits,demo_request,email_opens,email_clicks,sales_calls,days_since_contact,number_of_employees,previous_interactions,campaign_engagement,deal_amount,historical_call,converted,true_p0_converted
L-20309,2024-07-05,200.0,5.0,3.0,4.0,3.0,2.0,7.0,0.0,13.0,9.0,1.0,8.0,200.0,6.0,0.3104,60000.0,1.0,1,0.8753
L-20310,2025-12-15,200.0,3.0,7.0,3.0,0.0,16.0,6.0,1.0,1.0,1.0,3.0,39.0,200.0,7.0,0.356,60000.0,1.0,1,0.941
L-20311,2025-11-24,80.0,1.0,2.0,2.0,1.0,27.0,7.0,0.0,6.0,4.0,0.0,14.0,80.0,7.0,0.1316,28000.0,1.0,1,0.9387
L-20312,2024-06-10,80.0,1.0,5.0,1.0,0.0,7.0,4.0,1.0,13.0,13.0,2.0,9.0,80.0,6.0,0.4457,8000.0,1.0,1,0.9705
L-20313,2026-04-30,200.0,4.0,4.0,1.0,3.0,0.0,5.0,0.0,12.0,8.0,4.0,36.0,200.0,11.0,0.497,4000.0,1.0,1,0.7402
L-20314,2025-01-22,2000.0,3.0,1.0,0.0,1.0,24.0,6.0,0.0,7.0,7.0,3.0,11.0,2000.0,1.0,0.5243,4000.0,1.0,1,0.978
L-20315,2026-04-02,600.0,3.0,3.0,2.0,4.0,14.0,4.0,0.0,0.0,0.0,1.0,19.0,600.0,9.0,0.5094,8000.0,1.0,1,0.66
L-20316,2024-08-30,600.0,5.0,1.0,3.0,3.0,23.0,4.0,0.0,13.0,11.0,2.0,11.0,600.0,6.0,0.9089,28000.0,1.0,1,0.9722
L-20317,2024-12-31,2000.0,0.0,5.0,1.0,2.0,1.0,2.0,1.0,5.0,4.0,4.0,34.0,2000.0,5.0,0.2978,60000.0,1.0,1,0.7214
L-20318,2025-12-08,600.0,1.0,7.0,4.0,4.0,20.0,3.0,1.0,6.0,3.0,3.0,2.0,600.0,2.0,0.0232,15000.0,1.0,1,0.9579
L-20319,2025-03-24,200.0,2.0,3.0,1.0,0.0,9.0,6.0,0.0,13.0,10.0,3.0,3.0,200.0,6.0,0.6843,60000.0,1.0,1,0.9632
L-20320,2026-01-30,2000.0,5.0,6.0,4.0,4.0,14.0,6.0,0.0,3.0,2.0,0.0,25.0,2000.0,3.0,0.4072,28000.0,0.0,1,0.7539
L-20321,2025-09-12,600.0,3.0,5.0,4.0,0.0,6.0,1.0,0.0,9.0,6.0,1.0,4.0,600.0,3.0,0.62,4000.0,0.0,1,0.5604
L-20322,2025-10-04,80.0,4.0,5.0,3.0,4.0,1.0,5.0,0.0,4.0,4.0,0.0,7.0,80.0,10.0,0.167,28000.0,0.0,1,0.5476
L-20323,2024-09-18,2000.0,4.0,0.0,1.0,1.0,27.0,1.0,0.0,0.0,0.0,5.0,0.0,2000.0,5.0,0.1657,60000.0,0.0,1,0.8757
L-20324,2025-08-28,25.0,4.0,5.0,4.0,3.0,7.0,5.0,0.0,11.0,7.0,3.0,11.0,25.0,8.0,0.7038,8000.0,1.0,1,0.8916
L-20325,2025-02-04,2000.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,4.0,0.0,5.0,3.0,2000.0,6.0,0.1695,28000.0,1.0,1,0.5928
L-20326,2025-10-01,8.0,2.0,4.0,4.0,2.0,29.0,0.0,0.0,5.0,1.0,4.0,19.0,8.0,5.0,0.0901,4000.0,0.0,0,0.6945
L-20327,2025-07-26,80.0,5.0,5.0,0.0,3.0,16.0,1.0,0.0,5.0,3.0,1.0,7.0,80.0,8.0,0.0734,60000.0,0.0,1,0.5092
L-20328,2025-09-10,600.0,3.0,2.0,3.0,0.0,16.0,2.0,0.0,13.0,12.0,0.0,16.0,600.0,4.0,0.2445,28000.0,1.0,1,0.7622
L-20329,2024-12-17,25.0,2.0,0.0,4.0,2.0,25.0,3.0,0.0,4.0,0.0,0.0,35.0,25.0,9.0,0.7316,28000.0,1.0,1,0.6371
L-20330,2026-05-17,25.0,0.0,6.0,1.0,3.0,6.0,2.0,1.0,8.0,4.0,0.0,13.0,25.0,3.0,0.3006,15000.0,1.0,1,0.6995
L-20331,2025-11-30,2000.0,4.0,2.0,2.0,3.0,13.0,0.0,0.0,8.0,6.0,3.0,9.0,2000.0,0.0,0.1859,28000.0,1.0,0,0.6108
L-20332,2026-02-20,2000.0,1.0,7.0,3.0,2.0,9.0,5.0,0.0,1.0,0.0,5.0,31.0,2000.0,3.0,0.6275,15000.0,1.0,1,0.8019
L-20333,2025-09-04,25.0,0.0,7.0,2.0,0.0,3.0,4.0,0.0,10.0,7.0,2.0,30.0,25.0,6.0,0.5914,60000.0,0.0,0,0.6263
L-20334,2025-09-05,25.0,0.0,5.0,2.0,1.0,27.0,0.0,0.0,3.0,0.0,5.0,30.0,25.0,10.0,0.3225,60000.0,1.0,0,0.6692
L-20335,2025-04-28,600.0,2.0,5.0,3.0,1.0,16.0,6.0,0.0,1.0,0.0,2.0,0.0,600.0,8.0,0.3511,8000.0,0.0,1,0.9003
L-20336,2025-02-28,600.0,3.0,5.0,4.0,4.0,3.0,6.0,1.0,12.0,11.0,1.0,3.0,600.0,7.0,0.8519,28000.0,1.0,1,0.9819
L-20337,2024-07-12,25.0,5.0,6.0,4.0,1.0,13.0,1.0,1.0,10.0,9.0,5.0,16.0,25.0,1.0,0.6741,28000.0,1.0,1,0.9589
L-20338,2025-02-06,25.0,1.0,7.0,1.0,3.0,29.0,0.0,0.0,9.0,7.0,4.0,30.0,25.0,11.0,0.34,8000.0,1.0,1,0.8131
L-20339,2026-01-27,25.0,3.0,1.0,2.0,1.0,13.0,2.0,0.0,13.0,13.0,1.0,38.0,25.0,4.0,0.1514,8000.0,1.0,0,0.6108
L-20340,2026-05-04,8.0,1.0,1.0,1.0,1.0,7.0,2.0,0.0,5.0,1.0,0.0,14.0,8.0,2.0,0.432,15000.0,0.0,1,0.3141
L-20341,2024-06-19,80.0,4.0,5.0,3.0,2.0,3.0,7.0,0.0,11.0,11.0,2.0,33.0,80.0,4.0,0.3482,28000.0,1.0,0,0.855
L-20342,2026-01-19,2000.0,4.0,6.0,0.0,2.0,4.0,6.0,1.0,8.0,7.0,4.0,22.0,2000.0,0.0,0.6535,60000.0,1.0,1,0.9742
L-20343,2026-02-22,80.0,0.0,4.0,4.0,1.0,7.0,4.0,1.0,1.0,0.0,3.0,11.0,80.0,3.0,0.2133,8000.0,1.0,1,0.8713
L-20344,2025-03-20,25.0,0.0,0.0,1.0,2.0,20.0,5.0,0.0,6.0,3.0,3.0,13.0,25.0,9.0,0.5586,4000.0,1.0,1,0.9225
L-20345,2025-04-14,8.0,0.0,0.0,3.0,4.0,6.0,3.0,0.0,13.0,11.0,1.0,9.0,8.0,2.0,0.3364,8000.0,0.0,0,0.7317
L-20346,2025-05-18,600.0,0.0,5.0,0.0,3.0,20.0,2.0,1.0,3.0,0.0,1.0,37.0,600.0,10.0,0.5989,4000.0,1.0,1,0.7996
L-20347,2024-06-15,2000.0,0.0,5.0,4.0,0.0,16.0,3.0,1.0,12.0,12.0,3.0,0.0,2000.0,0.0,0.4646,15000.0,1.0,1,0.9876
L-20348,2024-09-29,8.0,3.0,2.0,3.0,0.0,10.0,6.0,0.0,9.0,8.0,4.0,33.0,8.0,10.0,0.7564,15000.0,1.0,1,0.9184
L-20349,2026-02-05,25.0,4.0,7.0,0.0,1.0,13.0,3.0,0.0,11.0,8.0,1.0,8.0,25.0,3.0,0.5484,15000.0,0.0,1,0.8112
L-20350,2024-10-13,25.0,5.0,4.0,4.0,2.0,29.0,6.0,1.0,2.0,0.0,0.0,22.0,25.0,1.0,0.541,28000.0,1.0,1,0.9721
L-20351,2026-02-15,8.0,5.0,1.0,2.0,3.0,8.0,7.0,0.0,6.0,3.0,3.0,19.0,8.0,2.0,0.1137,8000.0,1.0,1,0.8324
L-20352,2024-11-08,25.0,4.0,7.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,3.0,31.0,25.0,8.0,0.1842,4000.0,0.0,0,0.2176
L-20353,2024-07-24,25.0,3.0,4.0,0.0,0.0,13.0,1.0,0.0,5.0,5.0,5.0,34.0,25.0,4.0,0.5294,28000.0,1.0,1,0.6458
L-20354,2026-01-23,80.0,2.0,1.0,4.0,1.0,11.0,3.0,0.0,11.0,7.0,3.0,14.0,80.0,5.0,0.3422,8000.0,0.0,1,0.7939
L-20355,2026-03-26,8.0,1.0,7.0,3.0,2.0,0.0,4.0,0.0,13.0,10.0,5.0,19.0,8.0,10.0,0.1305,8000.0,1.0,1,0.7804
L-20356,2024-09-18,600.0,3.0,6.0,3.0,3.0,29.0,6.0,0.0,1.0,0.0,2.0,4.0,600.0,0.0,0.5572,60000.0,1.0,1,0.9646
L-20357,2025-12-16,200.0,2.0,1.0,2.0,4.0,18.0,5.0,1.0,7.0,6.0,1.0,6.0,200.0,8.0,0.3658,4000.0,1.0,1,0.9754
L-20358,2026-02-28,600.0,4.0,5.0,4.0,4.0,1.0,2.0,0.0,3.0,0.0,2.0,4.0,600.0,9.0,0.8995,28000.0,1.0,0,0.4936
L-20359,2026-04-04,600.0,1.0,5.0,0.0,2.0,13.0,5.0,0.0,3.0,0.0,1.0,28.0,600.0,0.0,0.4799,8000.0,1.0,1,0.654
L-20360,2024-09-07,8.0,1.0,3.0,3.0,0.0,24.0,6.0,0.0,7.0,7.0,0.0,34.0,8.0,11.0,0.2834,15000.0,1.0,1,0.8771
L-20361,2025-03-09,600.0,4.0,7.0,4.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,27.0,600.0,10.0,0.3301,60000.0,0.0,0,0.5055
L-20362,2024-11-21,25.0,2.0,6.0,3.0,4.0,7.0,5.0,1.0,2.0,0.0,0.0,10.0,25.0,0.0,0.195,60000.0,1.0,1,0.816
L-20363,2024-09-14,80.0,2.0,3.0,2.0,3.0,21.0,5.0,0.0,13.0,13.0,0.0,35.0,80.0,8.0,0.2731,15000.0,1.0,1,0.8934
L-20364,2025-07-04,2000.0,4.0,2.0,2.0,1.0,16.0,2.0,0.0,10.0,10.0,2.0,26.0,2000.0,10.0,0.9231,4000.0,1.0,0,0.855
L-20365,2024-09-04,600.0,5.0,7.0,3.0,4.0,5.0,7.0,0.0,10.0,7.0,3.0,25.0,600.0,4.0,0.5506,60000.0,1.0,1,0.8994
L-20366,2025-06-14,2000.0,5.0,5.0,4.0,0.0,28.0,6.0,0.0,4.0,1.0,0.0,37.0,2000.0,1.0,0.345,28000.0,1.0,1,0.846
L-20367,2025-10-28,80.0,2.0,7.0,4.0,0.0,28.0,3.0,0.0,1.0,0.0,2.0,35.0,80.0,10.0,0.325,15000.0,1.0,0,0.7257
L-20368,2025-11-28,200.0,4.0,2.0,3.0,1.0,20.0,2.0,0.0,2.0,2.0,5.0,24.0,200.0,2.0,0.4477,60000.0,1.0,1,0.8089
L-20369,2026-01-18,8.0,2.0,4.0,2.0,1.0,25.0,3.0,0.0,12.0,12.0,2.0,7.0,8.0,6.0,0.4293,28000.0,1.0,1,0.9542
L-20370,2025-01-09,80.0,4.0,7.0,4.0,0.0,18.0,5.0,0.0,6.0,2.0,4.0,7.0,80.0,0.0,0.4945,15000.0,1.0,1,0.9312
L-20371,2025-12-30,80.0,5.0,0.0,4.0,0.0,1.0,7.0,0.0,3.0,3.0,1.0,14.0,80.0,0.0,0.4503,60000.0,1.0,1,0.7438
L-20372,2025-12-26,2000.0,0.0,0.0,2.0,0.0,7.0,2.0,0.0,3.0,3.0,2.0,10.0,2000.0,3.0,0.1957,28000.0,1.0,1,0.5098
L-20373,2024-10-05,8.0,4.0,1.0,4.0,0.0,20.0,6.0,0.0,7.0,5.0,2.0,11.0,8.0,6.0,0.3649,8000.0,1.0,1,0.9352
L-20374,2025-08-26,25.0,3.0,6.0,4.0,4.0,19.0,2.0,0.0,2.0,2.0,2.0,34.0,25.0,0.0,0.3138,8000.0,0.0,1,0.5316
L-20375,2026-01-26,8.0,1.0,6.0,2.0,2.0,22.0,6.0,0.0,4.0,1.0,3.0,28.0,8.0,5.0,0.3031,4000.0,0.0,1,0.8842
L-20376,2024-12-23,80.0,2.0,3.0,3.0,4.0,16.0,3.0,0.0,9.0,8.0,4.0,28.0,80.0,6.0,0.3671,60000.0,1.0,1,0.8483
L-20377,2025-05-22,8.0,3.0,2.0,2.0,3.0,9.0,1.0,0.0,3.0,0.0,1.0,19.0,8.0,4.0,0.8021,28000.0,1.0,1,0.3412
L-20378,2025-04-05,200.0,2.0,0.0,3.0,0.0,27.0,1.0,0.0,7.0,6.0,1.0,14.0,200.0,6.0,0.2321,4000.0,1.0,1,0.7753
L-20379,2024-12-22,25.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,11.0,9.0,4.0,4.0,25.0,7.0,0.4387,28000.0,1.0,0,0.7004
L-20380,2025-01-27,200.0,5.0,0.0,0.0,3.0,11.0,6.0,0.0,13.0,11.0,5.0,14.0,200.0,10.0,0.1058,15000.0,1.0,1,0.9606
L-20381,2025-05-04,25.0,2.0,6.0,0.0,4.0,25.0,7.0,0.0,3.0,3.0,5.0,35.0,25.0,2.0,0.8128,60000.0,1.0,1,0.9746
L-20382,2024-11-03,2000.0,1.0,6.0,3.0,3.0,13.0,2.0,1.0,5.0,5.0,4.0,28.0,2000.0,3.0,0.3172,60000.0,1.0,1,0.9028
L-20383,2026-05-17,200.0,1.0,0.0,3.0,2.0,15.0,2.0,0.0,10.0,10.0,2.0,22.0,200.0,2.0,0.5797,60000.0,1.0,0,0.8071
L-20384,2025-10-18,80.0,5.0,5.0,3.0,1.0,5.0,5.0,0.0,6.0,6.0,3.0,33.0,80.0,11.0,0.445,15000.0,1.0,1,0.7253
L-20385,2025-02-21,2000.0,0.0,0.0,4.0,1.0,10.0,3.0,0.0,11.0,7.0,1.0,21.0,2000.0,5.0,0.3984,4000.0,1.0,0,0.6708
L-20386,2025-07-06,80.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,2.0,1.0,4.0,17.0,80.0,5.0,0.5155,28000.0,0.0,1,0.5161
L-20387,2026-03-11,200.0,1.0,4.0,4.0,4.0,5.0,1.0,0.0,4.0,0.0,4.0,36.0,200.0,8.0,0.428,28000.0,0.0,0,0.2739
L-20388,2025-06-24,600.0,4.0,3.0,0.0,4.0,11.0,6.0,0.0,3.0,1.0,3.0,14.0,600.0,9.0,0.5236,8000.0,0.0,1,0.8706
L-20389,2024-12-04,2000.0,3.0,4.0,4.0,2.0,4.0,3.0,0.0,3.0,3.0,0.0,33.0,2000.0,3.0,0.6045,4000.0,0.0,1,0.3379
L-20390,2025-12-25,2000.0,4.0,0.0,2.0,1.0,12.0,2.0,0.0,2.0,0.0,4.0,34.0,2000.0,2.0,0.2577,4000.0,1.0,0,0.4788
L-20391,2026-02-05,2000.0,3.0,5.0,3.0,2.0,23.0,3.0,0.0,13.0,9.0,1.0,3.0,2000.0,0.0,0.8958,60000.0,1.0,1,0.9516
L-20392,2026-03-18,8.0,0.0,5.0,4.0,1.0,17.0,3.0,0.0,6.0,3.0,1.0,33.0,8.0,3.0,0.541,8000.0,0.0,0,0.5956
L-20393,2024-11-19,200.0,3.0,5.0,3.0,0.0,22.0,0.0,1.0,7.0,7.0,1.0,18.0,200.0,11.0,0.2068,60000.0,1.0,1,0.866
L-20394,2026-01-20,600.0,4.0,5.0,0.0,3.0,23.0,4.0,0.0,8.0,6.0,0.0,25.0,600.0,6.0,0.613,28000.0,1.0,1,0.854
L-20395,2026-02-14,8.0,0.0,2.0,3.0,4.0,13.0,4.0,0.0,11.0,7.0,1.0,6.0,8.0,3.0,0.7049,15000.0,1.0,1,0.8647
L-20396,2024-10-05,600.0,1.0,3.0,0.0,0.0,8.0,6.0,0.0,7.0,7.0,4.0,30.0,600.0,6.0,0.0467,4000.0,1.0,0,0.849
L-20397,2024-06-12,8.0,4.0,1.0,2.0,4.0,1.0,7.0,1.0,12.0,8.0,3.0,0.0,8.0,3.0,0.6701,60000.0,1.0,1,0.9839
L-20398,2025-10-06,600.0,2.0,7.0,2.0,0.0,21.0,7.0,1.0,2.0,2.0,4.0,21.0,600.0,7.0,0.5575,28000.0,1.0,1,0.9905
L-20399,2025-08-09,2000.0,0.0,6.0,0.0,4.0,17.0,3.0,0.0,3.0,1.0,4.0,12.0,2000.0,1.0,0.5255,28000.0,1.0,1,0.8437
L-20400,2024-10-17,600.0,2.0,2.0,2.0,3.0,12.0,4.0,0.0,3.0,0.0,3.0,11.0,600.0,1.0,0.354,60000.0,0.0,1,0.7509
L-20401,2025-06-07,200.0,0.0,7.0,4.0,2.0,11.0,4.0,0.0,11.0,8.0,1.0,38.0,200.0,11.0,0.2961,60000.0,0.0,1,0.6425
L-20402,2025-03-31,80.0,5.0,1.0,3.0,1.0,1.0,4.0,0.0,12.0,8.0,1.0,25.0,80.0,0.0,0.1003,60000.0,1.0,1,0.4927
L-20403,2024-07-02,80.0,4.0,7.0,3.0,4.0,21.0,5.0,1.0,13.0,12.0,2.0,26.0,80.0,6.0,0.2595,60000.0,1.0,1,0.9847
L-20404,2025-08-07,600.0,2.0,3.0,1.0,4.0,20.0,4.0,0.0,13.0,13.0,0.0,16.0,600.0,8.0,0.0922,15000.0,1.0,1,0.8973
L-20405,2024-11-07,600.0,4.0,0.0,2.0,0.0,23.0,1.0,0.0,2.0,2.0,3.0,37.0,600.0,11.0,0.2362,28000.0,1.0,1,0.5713
L-20406,2025-07-16,8.0,4.0,1.0,0.0,2.0,19.0,2.0,0.0,11.0,8.0,1.0,38.0,8.0,1.0,0.164,15000.0,1.0,1,0.5764
L-20407,2026-02-27,8.0,1.0,5.0,3.0,0.0,5.0,0.0,1.0,6.0,4.0,5.0,5.0,8.0,4.0,0.2499,28000.0,1.0,1,0.8138
L-20408,2025-11-21,2000.0,3.0,4.0,2.0,2.0,27.0,3.0,0.0,11.0,11.0,1.0,3.0,2000.0,3.0,0.4171,4000.0,1.0,1,0.9572
L-20409,2025-08-14,2000.0,4.0,2.0,0.0,3.0,3.0,6.0,1.0,11.0,7.0,5.0,11.0,2000.0,1.0,0.7848,8000.0,1.0,1,0.9859
L-20410,2025-09-19,80.0,5.0,5.0,4.0,2.0,15.0,2.0,0.0,0.0,0.0,2.0,18.0,80.0,0.0,0.4546,28000.0,1.0,1,0.5522
L-20411,2025-02-27,600.0,1.0,5.0,1.0,3.0,29.0,5.0,1.0,2.0,1.0,4.0,25.0,600.0,9.0,0.0291,8000.0,1.0,1,0.9796
L-20412,2025-08-05,25.0,5.0,3.0,4.0,2.0,19.0,6.0,0.0,0.0,0.0,0.0,5.0,25.0,4.0,0.3331,4000.0,1.0,1,0.8421
L-20413,2025-10-24,200.0,2.0,7.0,0.0,4.0,21.0,5.0,0.0,8.0,5.0,2.0,18.0,200.0,2.0,0.2089,8000.0,1.0,1,0.8955
L-20414,2026-03-28,80.0,1.0,3.0,3.0,1.0,25.0,3.0,0.0,1.0,0.0,3.0,0.0,80.0,1.0,0.3767,15000.0,0.0,1,0.8889
L-20415,2025-03-24,600.0,0.0,4.0,2.0,2.0,0.0,7.0,1.0,9.0,5.0,3.0,20.0,600.0,3.0,0.3772,4000.0,1.0,1,0.95
L-20416,2024-09-28,200.0,0.0,7.0,0.0,2.0,26.0,7.0,0.0,7.0,3.0,0.0,28.0,200.0,8.0,0.1707,28000.0,1.0,1,0.8978
L-20417,2024-07-06,200.0,3.0,7.0,3.0,0.0,21.0,6.0,0.0,8.0,4.0,2.0,9.0,200.0,9.0,0.5114,4000.0,1.0,1,0.9488
L-20418,2026-04-11,600.0,0.0,6.0,4.0,0.0,6.0,4.0,0.0,1.0,0.0,4.0,20.0,600.0,7.0,0.8087,4000.0,1.0,1,0.7335
L-20419,2025-06-22,80.0,1.0,5.0,0.0,1.0,20.0,2.0,1.0,8.0,4.0,2.0,35.0,80.0,2.0,0.5059,4000.0,1.0,0,0.8835
L-20420,2026-04-20,8.0,5.0,7.0,4.0,1.0,27.0,3.0,1.0,10.0,8.0,1.0,16.0,8.0,1.0,0.3205,28000.0,1.0,1,0.9707
L-20421,2024-09-26,80.0,2.0,5.0,3.0,1.0,17.0,1.0,0.0,10.0,9.0,5.0,16.0,80.0,2.0,0.0399,15000.0,1.0,1,0.823
L-20422,2025-04-15,8.0,1.0,3.0,1.0,4.0,9.0,2.0,0.0,5.0,2.0,3.0,5.0,8.0,0.0,0.2072,28000.0,1.0,0,0.5785
L-20423,2025-12-05,8.0,5.0,5.0,0.0,3.0,15.0,4.0,0.0,13.0,12.0,4.0,30.0,8.0,3.0,0.4672,8000.0,1.0,1,0.9191
L-20424,2025-06-04,8.0,3.0,7.0,0.0,3.0,23.0,7.0,1.0,13.0,12.0,2.0,24.0,8.0,5.0,0.4367,4000.0,1.0,1,0.9944
L-20425,2025-03-01,200.0,2.0,7.0,4.0,3.0,26.0,0.0,0.0,4.0,3.0,1.0,2.0,200.0,9.0,0.4597,60000.0,1.0,1,0.7337
L-20426,2024-12-31,600.0,3.0,4.0,0.0,4.0,19.0,0.0,0.0,9.0,9.0,1.0,12.0,600.0,5.0,0.6275,8000.0,0.0,1,0.7426
L-20427,2025-10-13,2000.0,5.0,0.0,1.0,0.0,12.0,1.0,0.0,4.0,3.0,2.0,18.0,2000.0,5.0,0.5914,60000.0,0.0,0,0.5512
L-20428,2025-09-06,25.0,0.0,7.0,0.0,4.0,1.0,0.0,1.0,12.0,10.0,4.0,32.0,25.0,1.0,0.4481,15000.0,1.0,1,0.7364
L-20429,2024-10-17,80.0,5.0,3.0,2.0,3.0,22.0,0.0,0.0,8.0,6.0,5.0,32.0,80.0,1.0,0.1854,15000.0,1.0,1,0.7063
L-20430,2025-08-21,25.0,2.0,0.0,0.0,2.0,24.0,7.0,0.0,2.0,0.0,2.0,37.0,25.0,2.0,0.2953,28000.0,1.0,1,0.8733
L-20431,2026-01-09,8.0,2.0,5.0,0.0,3.0,1.0,5.0,0.0,3.0,0.0,0.0,35.0,8.0,7.0,0.2931,28000.0,0.0,0,0.2524
L-20432,2025-10-23,8.0,3.0,2.0,1.0,4.0,4.0,5.0,0.0,5.0,3.0,3.0,26.0,8.0,6.0,0.8574,60000.0,1.0,0,0.7392
L-20433,2025-01-13,200.0,5.0,1.0,1.0,3.0,25.0,7.0,0.0,0.0,0.0,0.0,2.0,200.0,2.0,0.1321,60000.0,1.0,1,0.9226
L-20434,2025-07-22,200.0,0.0,3.0,1.0,3.0,17.0,3.0,0.0,3.0,2.0,1.0,7.0,200.0,1.0,0.1278,60000.0,1.0,1,0.6846
L-20435,2024-11-11,80.0,3.0,0.0,2.0,4.0,25.0,1.0,0.0,11.0,7.0,4.0,30.0,80.0,5.0,0.4898,8000.0,1.0,1,0.8418
L-20436,2026-03-28,25.0,2.0,2.0,1.0,2.0,29.0,5.0,1.0,0.0,0.0,5.0,4.0,25.0,9.0,0.2845,15000.0,1.0,1,0.9915
L-20437,2025-02-11,8.0,4.0,6.0,3.0,2.0,27.0,5.0,0.0,0.0,0.0,2.0,23.0,8.0,0.0,0.4472,28000.0,0.0,1,0.88
L-20438,2025-11-03,2000.0,1.0,3.0,3.0,0.0,13.0,0.0,0.0,9.0,6.0,3.0,7.0,2000.0,1.0,0.9085,4000.0,0.0,1,0.7615
L-20439,2025-09-06,80.0,4.0,7.0,0.0,4.0,0.0,2.0,0.0,8.0,5.0,2.0,17.0,80.0,0.0,0.091,8000.0,0.0,1,0.3346
L-20440,2024-07-06,600.0,5.0,6.0,1.0,1.0,1.0,6.0,0.0,9.0,6.0,4.0,17.0,600.0,4.0,0.1468,28000.0,1.0,1,0.8215
L-20441,2025-07-13,8.0,0.0,1.0,3.0,1.0,16.0,1.0,1.0,12.0,12.0,4.0,2.0,8.0,1.0,0.8024,4000.0,1.0,1,0.9821
L-20442,2024-10-19,2000.0,2.0,4.0,2.0,3.0,3.0,5.0,0.0,5.0,1.0,5.0,3.0,2000.0,9.0,0.1929,4000.0,1.0,1,0.8156
L-20443,2025-09-20,600.0,4.0,6.0,0.0,3.0,5.0,2.0,0.0,5.0,2.0,1.0,31.0,600.0,1.0,0.2683,28000.0,0.0,0,0.2509
L-20444,2025-07-17,8.0,1.0,2.0,4.0,0.0,15.0,2.0,1.0,1.0,0.0,3.0,23.0,8.0,9.0,0.2485,8000.0,0.0,1,0.8106
L-20445,2025-09-25,80.0,1.0,6.0,4.0,3.0,20.0,0.0,1.0,10.0,6.0,1.0,22.0,80.0,9.0,0.4047,28000.0,0.0,0,0.8341
L-20446,2025-06-26,80.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,1.0,3.0,37.0,80.0,11.0,0.9134,8000.0,0.0,1,0.2695
L-20447,2026-02-28,600.0,0.0,3.0,2.0,3.0,5.0,6.0,0.0,10.0,10.0,2.0,32.0,600.0,5.0,0.3745,15000.0,1.0,1,0.8295
L-20448,2025-02-23,2000.0,0.0,1.0,3.0,1.0,28.0,7.0,0.0,9.0,8.0,2.0,5.0,2000.0,10.0,0.4384,60000.0,1.0,1,0.9883
L-20449,2025-07-31,8.0,2.0,4.0,0.0,1.0,25.0,4.0,1.0,13.0,10.0,3.0,0.0,8.0,4.0,0.2979,60000.0,1.0,1,0.9925
L-20450,2026-01-08,8.0,4.0,1.0,4.0,2.0,18.0,3.0,0.0,12.0,8.0,5.0,36.0,8.0,7.0,0.212,15000.0,1.0,1,0.8431
L-20451,2025-07-07,8.0,0.0,0.0,1.0,1.0,13.0,4.0,0.0,0.0,0.0,3.0,7.0,8.0,4.0,0.6781,4000.0,1.0,1,0.8116
L-20452,2024-06-16,25.0,5.0,4.0,3.0,4.0,7.0,6.0,0.0,9.0,8.0,2.0,16.0,25.0,6.0,0.4822,8000.0,1.0,0,0.8785
L-20453,2025-06-24,2000.0,2.0,2.0,4.0,1.0,9.0,6.0,0.0,7.0,3.0,4.0,1.0,2000.0,7.0,0.3169,8000.0,1.0,1,0.9226
L-20454,2025-09-27,80.0,4.0,6.0,4.0,2.0,13.0,7.0,0.0,13.0,9.0,3.0,36.0,80.0,0.0,0.7212,8000.0,1.0,1,0.9443
L-20455,2024-11-13,80.0,2.0,7.0,2.0,0.0,18.0,2.0,0.0,7.0,7.0,2.0,26.0,80.0,1.0,0.5288,15000.0,1.0,1,0.7534
L-20456,2024-12-01,25.0,1.0,6.0,0.0,2.0,13.0,4.0,1.0,6.0,5.0,4.0,30.0,25.0,6.0,0.4619,28000.0,1.0,1,0.9458
L-20457,2026-03-25,600.0,5.0,2.0,3.0,3.0,26.0,6.0,1.0,0.0,0.0,3.0,15.0,600.0,5.0,0.6341,4000.0,1.0,1,0.9885
L-20458,2026-03-11,2000.0,4.0,5.0,4.0,2.0,29.0,3.0,0.0,4.0,0.0,0.0,17.0,2000.0,0.0,0.2042,60000.0,1.0,1,0.7478
L-20459,2024-09-06,8.0,4.0,1.0,1.0,1.0,19.0,5.0,0.0,0.0,0.0,4.0,28.0,8.0,7.0,0.7309,4000.0,0.0,1,0.8763
L-20460,2025-07-06,25.0,4.0,4.0,3.0,0.0,7.0,1.0,1.0,3.0,0.0,5.0,20.0,25.0,0.0,0.3362,8000.0,1.0,0,0.7626
L-20461,2025-09-03,25.0,5.0,1.0,0.0,3.0,8.0,4.0,1.0,11.0,7.0,1.0,21.0,25.0,9.0,0.5638,4000.0,1.0,1,0.9098
L-20462,2025-08-25,25.0,0.0,4.0,4.0,2.0,6.0,3.0,1.0,5.0,5.0,2.0,16.0,25.0,10.0,0.4161,28000.0,1.0,1,0.8616
L-20463,2025-05-20,2000.0,5.0,0.0,1.0,3.0,15.0,3.0,0.0,13.0,13.0,4.0,36.0,2000.0,10.0,0.3738,60000.0,1.0,1,0.8918
