external_id,created_at,trip_length,party_size,booking_lead_days,past_hotels,past_cars,past_activities,search_hotel,search_activity,loyalty_tier,fare_class,email_clicks,bought_ancillary,true_p0_ancillary,true_p_hotel,true_p_activity,true_p_car,true_p_insurance,true_p_bundle,offer_value
T-40304,2026-01-07,11.0,2.0,6.0,5.0,2.0,4.0,5.0,1.0,1.0,2.0,1.0,1,0.95,0.9388,0.6682,0.4256,0.1736,0.817,120.0
T-40305,2025-04-30,9.0,4.0,48.0,1.0,1.0,4.0,5.0,3.0,3.0,2.0,4.0,1,0.95,0.7631,0.7503,0.3775,0.2176,0.7573,120.0
T-40306,2025-05-31,6.0,4.0,16.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,1,0.95,0.8581,0.6225,0.7311,0.1553,0.7521,120.0
T-40307,2025-03-22,11.0,3.0,45.0,7.0,4.0,3.0,7.0,5.0,2.0,2.0,0.0,1,0.95,0.9779,0.7503,0.7006,0.2142,0.8755,120.0
T-40308,2026-02-21,13.0,3.0,1.0,2.0,0.0,4.0,5.0,0.0,3.0,1.0,4.0,1,0.95,0.8629,0.6225,0.2405,0.1427,0.7547,120.0
T-40309,2025-05-05,12.0,1.0,10.0,5.0,3.0,3.0,0.0,7.0,3.0,0.0,4.0,1,0.95,0.871,0.8176,0.5125,0.1264,0.847,120.0
T-40310,2025-12-25,7.0,1.0,88.0,0.0,4.0,5.0,1.0,5.0,3.0,0.0,0.0,1,0.95,0.485,0.8699,0.6341,0.1957,0.6582,120.0
T-40311,2026-02-04,12.0,4.0,45.0,7.0,1.0,5.0,3.0,7.0,2.0,1.0,5.0,1,0.95,0.9589,0.9089,0.3775,0.1824,0.9,120.0
T-40312,2025-12-01,13.0,2.0,89.0,7.0,1.0,4.0,6.0,4.0,0.0,2.0,4.0,1,0.95,0.9775,0.7858,0.31,0.2676,0.8912,120.0
T-40313,2025-12-17,2.0,4.0,25.0,6.0,1.0,4.0,8.0,5.0,2.0,1.0,4.0,0,0.95,0.9478,0.8176,0.3775,0.1634,0.8892,120.0
T-40314,2026-03-16,6.0,2.0,8.0,0.0,3.0,2.0,9.0,4.0,1.0,2.0,2.0,1,0.95,0.7858,0.6225,0.5498,0.1756,0.7123,120.0
T-40315,2026-05-11,9.0,4.0,36.0,1.0,1.0,5.0,8.0,5.0,1.0,2.0,4.0,1,0.95,0.8468,0.8699,0.3775,0.2042,0.8572,120.0
T-40316,2025-10-10,3.0,3.0,83.0,6.0,3.0,2.0,5.0,1.0,3.0,2.0,3.0,1,0.95,0.9198,0.475,0.5866,0.2599,0.7197,120.0
T-40317,2026-02-28,11.0,4.0,43.0,3.0,2.0,2.0,9.0,5.0,1.0,0.0,3.0,1,0.95,0.9399,0.6682,0.5,0.1527,0.8176,120.0
T-40318,2026-05-16,13.0,3.0,66.0,2.0,1.0,4.0,7.0,1.0,0.0,0.0,4.0,1,0.95,0.9002,0.6682,0.343,0.1736,0.7958,120.0
T-40319,2026-03-28,9.0,3.0,41.0,1.0,2.0,4.0,1.0,7.0,0.0,0.0,3.0,1,0.95,0.6106,0.8699,0.4626,0.151,0.7273,120.0
T-40320,2025-09-17,11.0,3.0,54.0,6.0,3.0,5.0,2.0,4.0,1.0,2.0,3.0,1,0.95,0.9269,0.8455,0.5866,0.2244,0.8903,120.0
T-40321,2026-02-05,11.0,2.0,81.0,7.0,1.0,0.0,9.0,3.0,2.0,0.0,1.0,1,0.95,0.9845,0.3775,0.31,0.1885,0.7114,120.0
T-40322,2026-03-26,4.0,4.0,24.0,7.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,1,0.95,0.9113,0.6682,0.6225,0.1371,0.8019,120.0
T-40323,2025-04-04,10.0,4.0,50.0,5.0,3.0,4.0,9.0,7.0,0.0,1.0,2.0,1,0.95,0.9668,0.8699,0.6225,0.1874,0.9,120.0
T-40324,2026-05-18,8.0,4.0,2.0,2.0,2.0,3.0,7.0,0.0,1.0,1.0,2.0,1,0.95,0.8581,0.525,0.5,0.1435,0.7082,120.0
T-40325,2026-05-16,6.0,3.0,56.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,1,0.9498,0.677,0.7109,0.4626,0.1643,0.6923,120.0
T-40326,2025-10-04,2.0,1.0,4.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,3.0,1,0.8952,0.7231,0.475,0.2789,0.1451,0.6115,120.0
T-40327,2025-05-07,12.0,3.0,43.0,5.0,1.0,4.0,2.0,5.0,3.0,2.0,3.0,1,0.95,0.9064,0.8176,0.343,0.2119,0.8664,120.0
T-40328,2025-07-03,12.0,2.0,56.0,1.0,2.0,0.0,3.0,7.0,1.0,2.0,0.0,1,0.9366,0.7408,0.5744,0.4256,0.2268,0.6659,120.0
T-40329,2025-08-05,6.0,1.0,68.0,0.0,3.0,4.0,8.0,4.0,1.0,2.0,2.0,1,0.95,0.754,0.7858,0.5125,0.2411,0.7683,120.0
T-40330,2025-07-17,11.0,1.0,86.0,1.0,1.0,4.0,7.0,4.0,1.0,1.0,5.0,1,0.95,0.8442,0.7858,0.2789,0.2268,0.8179,120.0
T-40331,2026-02-16,10.0,4.0,9.0,5.0,2.0,3.0,7.0,4.0,2.0,2.0,2.0,1,0.95,0.953,0.7109,0.5,0.1765,0.8441,120.0
T-40332,2025-04-09,13.0,1.0,60.0,3.0,0.0,2.0,6.0,7.0,3.0,2.0,5.0,1,0.95,0.9145,0.7503,0.19,0.2315,0.8406,120.0
T-40333,2026-02-17,5.0,4.0,84.0,0.0,0.0,1.0,5.0,0.0,3.0,2.0,0.0,1,0.8156,0.6225,0.3318,0.2689,0.2611,0.4917,120.0
T-40334,2025-07-24,9.0,2.0,36.0,4.0,4.0,4.0,8.0,7.0,0.0,2.0,0.0,1,0.95,0.9405,0.8699,0.6682,0.2042,0.9,120.0
T-40335,2026-01-30,7.0,1.0,37.0,6.0,0.0,4.0,5.0,7.0,0.0,1.0,5.0,1,0.95,0.9405,0.8699,0.19,0.1746,0.9,120.0
T-40336,2025-05-06,3.0,2.0,61.0,5.0,0.0,2.0,3.0,4.0,1.0,2.0,3.0,1,0.95,0.8494,0.6225,0.2142,0.2327,0.7473,120.0
T-40337,2025-09-30,11.0,2.0,57.0,3.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,1,0.9471,0.7875,0.2497,0.6682,0.2279,0.5455,120.0
T-40338,2025-04-23,12.0,2.0,6.0,3.0,0.0,3.0,4.0,0.0,0.0,1.0,3.0,1,0.95,0.8732,0.525,0.2142,0.1468,0.7165,120.0
T-40339,2025-06-24,12.0,4.0,74.0,7.0,0.0,2.0,9.0,6.0,2.0,1.0,0.0,1,0.95,0.9857,0.7109,0.2689,0.213,0.862,120.0
T-40340,2026-04-14,4.0,2.0,89.0,3.0,1.0,5.0,7.0,1.0,3.0,0.0,4.0,1,0.95,0.8618,0.7503,0.31,0.1968,0.8116,120.0
T-40341,2026-03-09,4.0,1.0,17.0,0.0,2.0,0.0,5.0,3.0,2.0,1.0,0.0,0,0.8493,0.6035,0.3775,0.3894,0.1562,0.5018,120.0
T-40342,2025-09-25,10.0,1.0,55.0,7.0,4.0,4.0,7.0,5.0,3.0,1.0,3.0,1,0.95,0.9761,0.8176,0.6341,0.1926,0.9,120.0
T-40343,2025-03-11,13.0,1.0,66.0,0.0,3.0,2.0,1.0,7.0,2.0,1.0,5.0,1,0.95,0.6035,0.7503,0.5125,0.2042,0.6695,120.0
T-40344,2025-10-26,3.0,3.0,76.0,0.0,4.0,2.0,4.0,4.0,2.0,0.0,2.0,0,0.948,0.5399,0.6225,0.7006,0.1834,0.5771,120.0
T-40345,2025-06-09,3.0,1.0,80.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1,0.6787,0.4061,0.2497,0.2789,0.256,0.3358,120.0
T-40346,2025-12-10,11.0,2.0,26.0,3.0,2.0,0.0,9.0,6.0,0.0,0.0,5.0,1,0.95,0.9399,0.525,0.4256,0.1386,0.7532,120.0
T-40347,2025-03-03,11.0,4.0,75.0,0.0,2.0,4.0,8.0,7.0,2.0,0.0,4.0,1,0.95,0.8205,0.8699,0.5,0.1824,0.8427,120.0
T-40348,2025-03-27,12.0,3.0,4.0,5.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,1,0.95,0.9064,0.8176,0.5866,0.1717,0.8664,120.0
T-40349,2025-07-02,7.0,4.0,82.0,3.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,1,0.95,0.7631,0.6682,0.5,0.1895,0.7204,120.0
T-40350,2026-01-02,5.0,3.0,79.0,0.0,0.0,2.0,9.0,1.0,2.0,0.0,4.0,1,0.9091,0.7721,0.475,0.2405,0.1864,0.6384,120.0
T-40351,2026-02-06,7.0,4.0,56.0,0.0,1.0,4.0,1.0,7.0,1.0,0.0,5.0,1,0.95,0.485,0.8699,0.3775,0.1643,0.6582,120.0
T-40352,2026-04-28,5.0,2.0,85.0,0.0,2.0,1.0,6.0,4.0,1.0,2.0,0.0,1,0.9082,0.6637,0.525,0.4256,0.2624,0.6013,120.0
T-40353,2025-04-13,9.0,4.0,77.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,1,0.9371,0.6502,0.3318,0.7311,0.1844,0.5069,120.0
T-40354,2026-04-11,9.0,2.0,34.0,2.0,1.0,4.0,9.0,0.0,0.0,0.0,1.0,1,0.95,0.9038,0.6225,0.31,0.1451,0.7772,120.0
T-40355,2025-05-27,6.0,1.0,55.0,3.0,0.0,0.0,3.0,7.0,0.0,1.0,5.0,1,0.9244,0.7807,0.5744,0.19,0.1926,0.6879,120.0
T-40356,2026-02-14,11.0,3.0,78.0,6.0,2.0,4.0,0.0,6.0,2.0,1.0,1.0,1,0.95,0.8984,0.8455,0.4626,0.2176,0.8746,120.0
T-40357,2025-03-06,13.0,2.0,58.0,3.0,0.0,5.0,3.0,4.0,0.0,1.0,0.0,1,0.95,0.8618,0.8455,0.2142,0.1957,0.8545,120.0
T-40358,2026-03-09,12.0,1.0,17.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,1,0.8969,0.7027,0.2891,0.5125,0.1844,0.5165,120.0
T-40359,2025-05-29,6.0,2.0,32.0,2.0,4.0,0.0,3.0,5.0,1.0,1.0,3.0,1,0.95,0.715,0.475,0.6682,0.1699,0.607,120.0
T-40360,2026-05-21,10.0,4.0,4.0,3.0,2.0,4.0,9.0,0.0,3.0,2.0,1.0,1,0.95,0.9352,0.6225,0.5,0.1717,0.7945,120.0
T-40361,2025-08-03,3.0,2.0,19.0,2.0,4.0,0.0,5.0,1.0,1.0,0.0,0.0,1,0.9384,0.7389,0.2891,0.6682,0.1332,0.5364,120.0
T-40362,2025-07-18,7.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,4.0,0,0.8204,0.6154,0.2497,0.3775,0.1427,0.4508,120.0
T-40363,2025-05-04,12.0,1.0,6.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,5.0,1,0.9131,0.666,0.2891,0.6341,0.1736,0.4964,120.0
T-40364,2025-07-15,12.0,3.0,12.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0,0.8927,0.7703,0.2891,0.343,0.1795,0.5537,120.0
T-40365,2025-03-16,5.0,2.0,84.0,4.0,4.0,5.0,1.0,7.0,1.0,2.0,3.0,1,0.95,0.7649,0.9089,0.6682,0.2611,0.8297,120.0
T-40366,2026-04-17,7.0,4.0,16.0,0.0,4.0,1.0,7.0,4.0,2.0,0.0,3.0,1,0.95,0.735,0.525,0.7311,0.1309,0.6405,120.0
T-40367,2025-09-21,13.0,2.0,86.0,3.0,1.0,2.0,8.0,2.0,3.0,0.0,2.0,1,0.95,0.9388,0.525,0.31,0.1936,0.7526,120.0
T-40368,2026-03-27,13.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0,0.9289,0.8131,0.3775,0.3894,0.1227,0.6171,120.0
T-40369,2025-12-14,12.0,1.0,26.0,7.0,3.0,2.0,7.0,7.0,0.0,1.0,4.0,1,0.95,0.9796,0.7503,0.5125,0.1643,0.8764,120.0
T-40370,2025-04-25,13.0,3.0,53.0,1.0,2.0,3.0,6.0,3.0,2.0,1.0,5.0,1,0.95,0.8416,0.6682,0.4626,0.1905,0.7636,120.0
T-40371,2025-09-02,5.0,1.0,84.0,1.0,0.0,1.0,1.0,7.0,1.0,1.0,2.0,1,0.8743,0.5325,0.6682,0.19,0.2244,0.5935,120.0
T-40372,2025-07-02,11.0,1.0,49.0,4.0,4.0,5.0,2.0,3.0,1.0,0.0,1.0,0,0.95,0.8629,0.8176,0.6341,0.158,0.8425,120.0
T-40373,2025-10-19,9.0,2.0,65.0,5.0,4.0,4.0,9.0,3.0,3.0,2.0,3.0,1,0.95,0.9641,0.7503,0.6682,0.2375,0.8679,120.0
T-40374,2025-07-26,7.0,2.0,3.0,0.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,1,0.9171,0.6177,0.6225,0.4256,0.1443,0.6199,120.0
T-40375,2025-11-17,13.0,1.0,12.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,5.0,1,0.9109,0.5597,0.7503,0.19,0.1795,0.6455,120.0
T-40376,2026-04-06,3.0,2.0,38.0,5.0,1.0,0.0,2.0,2.0,3.0,0.0,4.0,1,0.9193,0.8249,0.3318,0.31,0.1485,0.603,120.0
T-40377,2026-03-23,2.0,4.0,5.0,5.0,0.0,0.0,8.0,5.0,1.0,0.0,5.0,1,0.95,0.9276,0.475,0.2689,0.1227,0.7239,120.0
T-40378,2026-01-30,3.0,3.0,12.0,6.0,2.0,4.0,6.0,3.0,2.0,1.0,2.0,1,0.95,0.9321,0.7503,0.4626,0.1519,0.8503,120.0
T-40379,2025-05-23,8.0,3.0,75.0,7.0,0.0,5.0,6.0,4.0,1.0,1.0,2.0,1,0.95,0.9668,0.8455,0.2405,0.2142,0.9,120.0
T-40380,2025-05-29,5.0,1.0,60.0,6.0,3.0,2.0,6.0,7.0,0.0,1.0,5.0,1,0.95,0.9416,0.7503,0.5125,0.1978,0.8555,120.0
T-40381,2025-06-27,11.0,4.0,49.0,0.0,2.0,0.0,5.0,6.0,2.0,1.0,2.0,1,0.9352,0.7271,0.525,0.5,0.1864,0.6362,120.0
T-40382,2025-08-06,11.0,2.0,10.0,7.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,1,0.95,0.9262,0.6225,0.6682,0.1775,0.7895,120.0
T-40383,2026-03-03,3.0,3.0,71.0,1.0,4.0,3.0,4.0,6.0,3.0,2.0,2.0,1,0.95,0.6248,0.7858,0.7006,0.2448,0.6973,120.0
T-40384,2025-11-16,9.0,1.0,83.0,6.0,2.0,1.0,6.0,6.0,2.0,0.0,2.0,1,0.95,0.9569,0.6225,0.3894,0.1905,0.8064,120.0
T-40385,2025-03-03,8.0,2.0,40.0,6.0,3.0,4.0,1.0,1.0,3.0,0.0,0.0,1,0.95,0.8928,0.6682,0.5498,0.1502,0.7917,120.0
T-40386,2026-02-14,7.0,2.0,6.0,1.0,2.0,3.0,5.0,4.0,3.0,0.0,3.0,1,0.95,0.733,0.7109,0.4256,0.1235,0.7231,120.0
T-40387,2026-03-25,8.0,3.0,39.0,0.0,1.0,5.0,6.0,2.0,2.0,1.0,2.0,1,0.95,0.715,0.7858,0.343,0.1765,0.7469,120.0
T-40388,2025-05-27,10.0,3.0,66.0,6.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,1,0.95,0.9437,0.6225,0.4626,0.2387,0.7992,120.0
T-40389,2025-08-31,12.0,4.0,69.0,6.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,1,0.95,0.9517,0.525,0.3775,0.2423,0.7597,120.0
T-40390,2026-04-26,11.0,1.0,64.0,0.0,3.0,1.0,8.0,7.0,1.0,1.0,0.0,1,0.95,0.8205,0.6682,0.5125,0.2021,0.752,120.0
T-40391,2025-09-16,13.0,2.0,77.0,3.0,1.0,2.0,8.0,4.0,1.0,0.0,2.0,1,0.95,0.9388,0.6225,0.31,0.1844,0.7964,120.0
T-40392,2025-12-17,8.0,3.0,72.0,6.0,0.0,0.0,3.0,5.0,1.0,0.0,5.0,1,0.95,0.9227,0.475,0.2405,0.1795,0.7213,120.0
T-40393,2026-01-28,3.0,2.0,3.0,5.0,2.0,0.0,9.0,2.0,2.0,1.0,0.0,1,0.95,0.9432,0.3318,0.4256,0.1443,0.6681,120.0
T-40394,2025-06-11,4.0,2.0,67.0,2.0,0.0,3.0,4.0,1.0,2.0,1.0,5.0,1,0.9061,0.7191,0.5744,0.2142,0.2053,0.654,120.0
T-40395,2025-08-18,2.0,1.0,64.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,1,0.8566,0.5597,0.3318,0.5125,0.2021,0.4572,120.0
T-40396,2026-05-11,10.0,1.0,25.0,0.0,1.0,0.0,9.0,0.0,2.0,2.0,4.0,1,0.9106,0.8348,0.2497,0.2789,0.1926,0.5715,120.0
T-40397,2026-03-07,7.0,4.0,38.0,4.0,0.0,1.0,7.0,2.0,3.0,2.0,0.0,1,0.95,0.9183,0.4256,0.2689,0.2064,0.6966,120.0
T-40398,2025-04-20,9.0,4.0,53.0,1.0,0.0,3.0,6.0,6.0,3.0,2.0,0.0,1,0.95,0.7941,0.7858,0.2689,0.2233,0.7904,120.0
T-40399,2025-12-31,7.0,4.0,4.0,7.0,1.0,4.0,7.0,0.0,3.0,0.0,3.0,1,0.95,0.9698,0.6225,0.3775,0.122,0.8135,120.0
T-40400,2025-12-17,8.0,2.0,29.0,6.0,0.0,4.0,6.0,6.0,3.0,0.0,0.0,1,0.95,0.9535,0.8455,0.2142,0.141,0.9,120.0
T-40401,2025-08-06,4.0,4.0,5.0,2.0,1.0,5.0,3.0,7.0,2.0,2.0,0.0,1,0.95,0.6814,0.9089,0.3775,0.1727,0.7837,120.0
T-40402,2026-04-14,5.0,2.0,60.0,4.0,1.0,3.0,5.0,2.0,2.0,0.0,4.0,0,0.95,0.8699,0.6225,0.31,0.168,0.7585,120.0
T-40403,2025-08-27,11.0,4.0,3.0,7.0,2.0,5.0,8.0,2.0,1.0,0.0,0.0,1,0.95,0.9815,0.7858,0.5,0.1213,0.8934,120.0
T-40404,2026-01-19,10.0,1.0,36.0,3.0,2.0,5.0,7.0,2.0,2.0,1.0,5.0,1,0.95,0.9097,0.7858,0.3894,0.1736,0.854,120.0
T-40405,2025-12-31,4.0,2.0,83.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1,0.8575,0.5548,0.2891,0.5498,0.1905,0.4352,120.0
T-40406,2026-02-23,10.0,4.0,35.0,1.0,2.0,3.0,9.0,6.0,2.0,0.0,0.0,1,0.95,0.8776,0.7858,0.5,0.146,0.8363,120.0
T-40407,2026-01-22,11.0,3.0,68.0,3.0,1.0,5.0,6.0,3.0,3.0,0.0,2.0,1,0.95,0.9011,0.8176,0.343,0.1756,0.8635,120.0
T-40408,2026-05-28,2.0,3.0,48.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,5.0,1,0.862,0.6857,0.3318,0.343,0.1854,0.5264,120.0
T-40409,2025-05-09,4.0,3.0,33.0,3.0,2.0,3.0,5.0,1.0,2.0,1.0,5.0,0,0.95,0.8131,0.5744,0.4626,0.1708,0.7057,120.0
T-40410,2025-08-29,8.0,4.0,58.0,5.0,2.0,3.0,0.0,4.0,2.0,0.0,2.0,1,0.95,0.8306,0.7109,0.5,0.1661,0.7768,120.0
T-40411,2025-09-18,12.0,4.0,7.0,4.0,4.0,3.0,2.0,0.0,1.0,0.0,2.0,1,0.95,0.8721,0.525,0.7311,0.1242,0.7159,120.0
T-40412,2026-04-17,10.0,3.0,23.0,6.0,2.0,5.0,8.0,1.0,0.0,1.0,1.0,1,0.95,0.9718,0.7503,0.4626,0.1616,0.8721,120.0
T-40413,2025-09-17,3.0,1.0,27.0,6.0,4.0,2.0,9.0,6.0,3.0,1.0,5.0,1,0.95,0.9593,0.7109,0.6341,0.1652,0.8475,120.0
T-40414,2025-03-17,5.0,3.0,72.0,1.0,2.0,2.0,2.0,7.0,3.0,1.0,0.0,1,0.9432,0.5769,0.7503,0.4626,0.2108,0.6549,120.0
T-40415,2025-11-14,9.0,2.0,78.0,4.0,0.0,2.0,7.0,6.0,0.0,1.0,3.0,1,0.95,0.9296,0.7109,0.2142,0.2176,0.8312,120.0
T-40416,2025-03-01,3.0,3.0,18.0,1.0,4.0,4.0,5.0,1.0,3.0,0.0,3.0,1,0.95,0.666,0.6682,0.7006,0.1324,0.667,120.0
T-40417,2025-11-30,7.0,1.0,53.0,1.0,0.0,4.0,8.0,4.0,2.0,1.0,1.0,1,0.95,0.8249,0.7858,0.19,0.1905,0.8073,120.0
T-40418,2026-03-05,7.0,3.0,50.0,2.0,0.0,0.0,1.0,5.0,2.0,2.0,4.0,0,0.8623,0.6548,0.475,0.2405,0.2198,0.5739,120.0
T-40419,2025-12-03,4.0,4.0,42.0,0.0,0.0,2.0,8.0,0.0,0.0,1.0,1.0,0,0.8837,0.7231,0.4256,0.2689,0.1795,0.5892,120.0
T-40420,2025-09-02,12.0,1.0,51.0,2.0,1.0,5.0,7.0,7.0,2.0,0.0,0.0,1,0.95,0.8928,0.9089,0.2789,0.1598,0.9,120.0
T-40421,2025-05-27,4.0,4.0,67.0,2.0,1.0,4.0,9.0,1.0,2.0,2.0,2.0,1,0.95,0.8629,0.6682,0.3775,0.2399,0.7753,120.0
T-40422,2026-04-17,6.0,4.0,26.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,1,0.8836,0.51,0.525,0.5,0.1386,0.5167,120.0
T-40423,2025-04-10,9.0,4.0,3.0,7.0,1.0,4.0,8.0,6.0,0.0,2.0,1.0,1,0.95,0.9783,0.8455,0.3775,0.1708,0.9,120.0
T-40424,2025-10-12,5.0,2.0,73.0,7.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,1,0.95,0.8859,0.3318,0.4256,0.2472,0.6366,120.0
T-40425,2025-10-19,9.0,3.0,35.0,1.0,4.0,5.0,8.0,1.0,2.0,1.0,1.0,1,0.95,0.8468,0.7503,0.7006,0.1727,0.8034,120.0
T-40426,2026-05-02,2.0,4.0,8.0,7.0,2.0,4.0,4.0,5.0,0.0,2.0,2.0,1,0.95,0.9262,0.8176,0.5,0.1756,0.8773,120.0
T-40427,2025-08-15,10.0,4.0,41.0,3.0,1.0,2.0,3.0,4.0,1.0,0.0,4.0,1,0.95,0.8306,0.6225,0.3775,0.151,0.7369,120.0
T-40428,2025-06-22,8.0,4.0,3.0,1.0,4.0,2.0,6.0,6.0,2.0,0.0,5.0,1,0.95,0.7807,0.7109,0.7311,0.1213,0.7493,120.0
T-40429,2025-03-24,11.0,3.0,45.0,1.0,0.0,4.0,7.0,1.0,2.0,0.0,1.0,1,0.95,0.8442,0.6682,0.2405,0.1545,0.765,120.0
T-40430,2025-07-21,7.0,1.0,81.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1,0.9195,0.7649,0.525,0.2789,0.221,0.657,120.0
T-40431,2025-06-03,12.0,3.0,35.0,5.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1,0.95,0.871,0.525,0.343,0.146,0.7153,120.0
T-40432,2026-05-28,2.0,3.0,71.0,2.0,2.0,4.0,1.0,0.0,2.0,2.0,1.0,1,0.9107,0.5597,0.6225,0.4626,0.2448,0.5879,120.0
T-40433,2026-04-29,13.0,2.0,18.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,5.0,1,0.95,0.8984,0.5744,0.5498,0.1854,0.7526,120.0
T-40434,2025-06-13,7.0,4.0,60.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,1,0.9089,0.572,0.5744,0.5,0.1978,0.5731,120.0
T-40435,2025-09-12,12.0,2.0,21.0,5.0,2.0,0.0,9.0,7.0,1.0,1.0,5.0,1,0.95,0.9715,0.5744,0.4256,0.1598,0.7928,120.0
T-40436,2025-03-20,7.0,1.0,88.0,5.0,2.0,3.0,8.0,0.0,0.0,2.0,1.0,1,0.95,0.9503,0.525,0.3894,0.2663,0.7589,120.0
T-40437,2026-05-09,13.0,1.0,57.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,1,0.809,0.6857,0.2497,0.19,0.1947,0.4895,120.0
T-40438,2026-02-08,8.0,2.0,87.0,5.0,0.0,1.0,8.0,0.0,0.0,2.0,0.0,0,0.95,0.9539,0.3318,0.2142,0.265,0.674,120.0
T-40439,2026-05-20,8.0,2.0,66.0,5.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1,0.9273,0.8306,0.3775,0.31,0.1736,0.6267,120.0
T-40440,2025-09-16,10.0,4.0,50.0,0.0,2.0,0.0,6.0,4.0,1.0,1.0,4.0,1,0.9272,0.7465,0.4256,0.5,0.1874,0.6021,120.0
T-40441,2026-05-01,7.0,3.0,71.0,4.0,0.0,1.0,3.0,2.0,1.0,1.0,5.0,1,0.9326,0.8455,0.4256,0.2405,0.2097,0.6565,120.0
T-40442,2025-07-24,4.0,4.0,34.0,2.0,0.0,2.0,6.0,7.0,2.0,0.0,5.0,1,0.95,0.7858,0.7503,0.2689,0.1451,0.7698,120.0
T-40443,2026-01-10,13.0,3.0,13.0,5.0,2.0,1.0,7.0,7.0,2.0,0.0,2.0,1,0.95,0.9627,0.6682,0.4626,0.1286,0.8302,120.0
T-40444,2026-01-05,3.0,4.0,65.0,6.0,3.0,1.0,9.0,6.0,3.0,0.0,1.0,1,0.95,0.9593,0.6225,0.6225,0.1727,0.8077,120.0
T-40445,2025-12-16,4.0,3.0,59.0,4.0,2.0,1.0,7.0,5.0,3.0,2.0,3.0,1,0.95,0.8984,0.5744,0.4626,0.2303,0.7526,120.0
T-40446,2025-06-27,7.0,3.0,64.0,1.0,2.0,4.0,2.0,1.0,2.0,0.0,5.0,1,0.9314,0.6154,0.6682,0.4626,0.1717,0.6391,120.0
T-40447,2026-04-18,3.0,2.0,74.0,7.0,0.0,4.0,8.0,6.0,2.0,1.0,3.0,1,0.95,0.9654,0.8455,0.2142,0.213,0.9,120.0
T-40448,2025-06-21,13.0,1.0,35.0,5.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,1,0.95,0.9129,0.7503,0.5125,0.146,0.8397,120.0
T-40449,2026-01-19,9.0,1.0,60.0,2.0,3.0,0.0,8.0,1.0,3.0,0.0,0.0,1,0.95,0.887,0.2891,0.5125,0.168,0.6179,120.0
T-40450,2026-05-03,6.0,3.0,49.0,2.0,3.0,3.0,6.0,2.0,2.0,1.0,1.0,1,0.95,0.8115,0.6225,0.5866,0.1864,0.7264,120.0
T-40451,2025-09-04,13.0,2.0,14.0,2.0,2.0,4.0,2.0,5.0,2.0,1.0,0.0,1,0.95,0.7858,0.8176,0.4256,0.1536,0.8001,120.0
T-40452,2025-08-14,8.0,1.0,31.0,7.0,2.0,4.0,3.0,7.0,1.0,2.0,5.0,1,0.95,0.9443,0.8699,0.3894,0.1989,0.9,120.0
T-40453,2025-07-31,9.0,4.0,18.0,5.0,2.0,0.0,9.0,6.0,2.0,2.0,5.0,1,0.95,0.9641,0.525,0.5,0.1854,0.7665,120.0
T-40454,2025-10-13,9.0,3.0,41.0,5.0,4.0,5.0,3.0,0.0,1.0,0.0,4.0,1,0.95,0.9011,0.7109,0.7006,0.151,0.8156,120.0
T-40455,2025-05-20,12.0,1.0,60.0,1.0,1.0,1.0,2.0,7.0,0.0,1.0,2.0,1,0.9294,0.7047,0.6682,0.2789,0.1978,0.6883,120.0
T-40456,2025-12-04,3.0,4.0,13.0,5.0,1.0,5.0,7.0,5.0,0.0,2.0,1.0,1,0.95,0.9206,0.8699,0.3775,0.1804,0.8978,120.0
