external_id,customer_id,amount,currency,stage,source,owner_id,created_at,close_date,last_contact_days_ago,engagement_score,sales_rep_available,industry,num_interactions,converted
opp_459,cust_71,22227.32,AED,prospecting,referral,rep_8,2025-09-14,2025-10-29,6,0.95,True,telecom,0,1
opp_460,cust_148,32502.13,AED,proposal,referral,rep_1,2025-09-06,2025-10-05,0,0.61,True,retail,4,1
opp_461,cust_136,6183.97,AED,proposal,outbound,rep_11,2025-07-07,2025-07-27,30,0.36,True,healthcare,9,0
opp_462,cust_179,5485.73,AED,prospecting,outbound,rep_12,2025-06-16,2025-08-07,13,0.65,True,healthcare,1,1
opp_463,cust_57,1500,AED,proposal,outbound,rep_4,2025-02-27,2025-04-09,12,0.81,True,healthcare,3,1
opp_464,cust_30,33871.92,AED,proposal,website,rep_3,2025-08-07,2025-10-18,20,0.73,True,finance,1,0
opp_465,cust_178,3952.66,AED,qualification,referral,rep_3,2025-03-07,2025-04-18,20,0.7,True,saas,14,1
opp_466,cust_11,14123.34,AED,prospecting,outbound,rep_4,2025-01-15,2025-03-31,22,0.53,False,logistics,7,0
opp_467,cust_90,3182.68,AED,proposal,inbound,rep_1,2025-11-02,2025-12-11,16,0.08,False,logistics,12,1
opp_468,cust_26,9924.95,AED,closed_lost,website,rep_10,2025-05-09,2025-07-26,8,0.6,True,healthcare,10,0
opp_469,cust_28,8950.05,AED,prospecting,outbound,rep_3,2025-04-10,2025-06-19,10,0.68,True,finance,8,0
opp_470,cust_127,28758.14,AED,qualification,website,rep_2,2025-10-18,2025-11-06,12,0.53,True,finance,10,1
opp_471,cust_95,27393.81,AED,proposal,referral,rep_3,2025-02-10,2025-04-25,0,0.39,False,logistics,8,0
opp_472,cust_27,12590.12,AED,proposal,inbound,rep_12,2025-07-27,2025-09-30,2,0.77,True,retail,11,1
opp_473,cust_165,43370.36,AED,prospecting,outbound,rep_7,2025-05-28,2025-08-24,23,0.39,True,logistics,10,0
opp_474,cust_60,4552.96,AED,proposal,partner,rep_11,2025-03-09,2025-04-24,23,0.54,True,telecom,7,0
opp_475,cust_170,11927.51,AED,prospecting,inbound,rep_9,2025-06-10,2025-07-06,1,0.67,True,finance,11,0
opp_476,cust_9,2595.99,AED,prospecting,partner,rep_7,2025-10-12,2025-10-28,4,0.57,True,telecom,8,0
opp_477,cust_35,23569.51,AED,qualification,referral,rep_5,2026-01-02,2026-02-06,3,0.69,True,finance,11,1
opp_478,cust_130,16653.45,AED,negotiation,website,rep_1,2025-09-06,2025-11-30,5,0.58,True,finance,1,0
opp_479,cust_161,18423.99,AED,proposal,partner,rep_6,2026-01-20,2026-04-18,5,0.4,True,finance,12,1
opp_480,cust_177,6625.61,AED,qualification,referral,rep_2,2025-06-14,2025-09-11,9,0.52,True,telecom,8,1
opp_481,cust_82,10204.88,AED,qualification,inbound,rep_7,2025-01-16,2025-03-31,11,0.49,True,saas,5,0
opp_482,cust_77,6659.79,AED,proposal,partner,rep_6,2026-02-01,2026-03-30,24,0.36,True,retail,12,1
opp_483,cust_149,26810.31,AED,proposal,inbound,rep_2,2025-05-01,2025-05-26,1,0.7,True,saas,7,1
opp_484,cust_111,27415.71,AED,prospecting,website,rep_11,2025-06-09,2025-08-26,5,0.62,True,retail,8,0
opp_485,cust_164,27703.89,AED,qualification,referral,rep_9,2025-04-25,2025-07-07,4,0.38,True,finance,8,1
opp_486,cust_106,6015.29,AED,closed_lost,inbound,rep_6,2025-12-22,2026-02-12,2,0.41,True,telecom,7,0
opp_487,cust_80,6528.23,AED,proposal,partner,rep_8,2025-03-23,2025-04-30,20,0.53,True,finance,12,1
opp_488,cust_125,5464.51,AED,qualification,inbound,rep_1,2025-12-01,2025-12-20,14,0.83,False,telecom,11,0
opp_489,cust_147,12183.3,AED,qualification,referral,rep_12,2026-01-11,2026-02-11,0,0.87,True,telecom,4,1
opp_490,cust_100,6916.37,AED,proposal,website,rep_12,2025-06-15,2025-08-10,34,0.67,True,finance,4,0
opp_491,cust_109,12220.18,AED,prospecting,inbound,rep_8,2025-07-16,2025-08-13,35,0.81,True,saas,4,1
opp_492,cust_99,33323.26,AED,closed_won,outbound,rep_5,2025-02-02,2025-03-18,1,0.61,True,logistics,14,1
opp_493,cust_42,20289.84,AED,qualification,inbound,rep_8,2026-01-28,2026-03-13,10,0.39,True,logistics,7,1
opp_494,cust_86,19152.94,AED,qualification,inbound,rep_12,2026-01-18,2026-03-25,11,0.56,True,telecom,10,0
opp_495,cust_48,16685.21,AED,closed_won,referral,rep_11,2025-01-20,2025-02-09,11,0.35,True,logistics,0,1
opp_496,cust_167,10964.13,AED,prospecting,partner,rep_3,2025-05-13,2025-08-01,14,0.31,True,logistics,12,0
opp_497,cust_95,11685.74,AED,qualification,referral,rep_3,2025-05-30,2025-07-08,18,0.12,True,finance,10,1
opp_498,cust_44,50633.1,AED,closed_lost,website,rep_1,2025-08-30,2025-10-08,15,0.65,True,finance,20,0
opp_499,cust_53,15751.88,AED,proposal,outbound,rep_4,2025-08-26,2025-11-11,17,0.73,True,saas,10,1
opp_500,cust_105,6316.06,AED,qualification,partner,rep_3,2025-05-30,2025-07-07,4,0.51,False,saas,11,1
opp_501,cust_109,4956.98,AED,qualification,partner,rep_12,2025-12-23,2026-02-02,6,0.73,True,telecom,5,0
opp_502,cust_12,9376.3,AED,prospecting,inbound,rep_1,2025-11-12,2026-02-10,33,0.33,True,healthcare,11,0
opp_503,cust_34,6224.08,AED,qualification,partner,rep_2,2025-09-15,2025-11-11,7,0.49,True,healthcare,9,0
opp_504,cust_68,48744.25,AED,qualification,referral,rep_10,2025-08-14,2025-10-03,14,0.51,True,saas,9,0
opp_505,cust_59,25257.13,AED,proposal,partner,rep_3,2025-02-02,2025-03-12,6,0.7,False,saas,16,1
opp_506,cust_38,5474.42,AED,prospecting,partner,rep_2,2025-09-11,2025-11-22,0,0.54,True,retail,14,1
opp_507,cust_47,12692.14,AED,closed_won,outbound,rep_7,2025-01-08,2025-03-30,0,0.74,True,retail,10,1
opp_508,cust_28,19570.45,AED,negotiation,inbound,rep_6,2025-07-26,2025-09-25,13,0.3,False,telecom,7,0
opp_509,cust_13,22072.18,AED,proposal,partner,rep_11,2026-01-15,2026-04-11,19,0.02,True,telecom,7,1
opp_510,cust_54,8537.63,AED,negotiation,website,rep_3,2026-02-04,2026-04-10,21,0.54,True,finance,6,1
opp_511,cust_95,4798.89,AED,qualification,outbound,rep_9,2025-03-14,2025-05-12,19,0.74,True,finance,0,0
opp_512,cust_110,4221.07,AED,closed_won,partner,rep_2,2025-07-13,2025-08-19,10,0.71,False,saas,14,1
opp_513,cust_123,12004.12,AED,closed_lost,outbound,rep_5,2025-09-02,2025-11-10,0,0.34,False,retail,13,0
opp_514,cust_131,7647.17,AED,negotiation,referral,rep_7,2025-02-14,2025-03-05,18,0.44,True,finance,2,0
opp_515,cust_77,8034.67,AED,negotiation,website,rep_6,2025-07-26,2025-08-14,3,0.63,True,finance,0,1
opp_516,cust_28,6241.9,AED,negotiation,partner,rep_7,2026-01-23,2026-03-11,6,0.36,True,telecom,5,0
opp_517,cust_177,9492.01,AED,qualification,inbound,rep_11,2025-11-17,2026-01-16,22,0.67,True,saas,4,0
opp_518,cust_112,17072.05,AED,prospecting,outbound,rep_11,2025-12-04,2026-01-05,16,0.14,True,healthcare,8,0
opp_519,cust_52,8711.16,AED,prospecting,referral,rep_5,2025-01-16,2025-03-28,6,0.57,True,finance,5,0
opp_520,cust_142,8602.53,AED,prospecting,inbound,rep_5,2025-09-16,2025-12-13,27,0.6,False,finance,13,0
opp_bad_amount,cust_bad,-500,AED,proposal,inbound,rep_1,2026-01-15,2026-03-01,3,0.5,True,retail,4,0
opp_bad_date,cust_bad,9000,AED,proposal,inbound,rep_1,15/01/2026,2026-03-01,3,0.5,True,retail,4,0
opp_missing_stage,cust_bad,9000,AED,,inbound,rep_1,2026-01-15,2026-03-01,3,0.5,True,retail,4,0
