external_id,created_at,orders_30d,orders_90d,average_order_value,days_since_last_purchase,product_views_7d,cart_additions,cart_abandonments,email_clicks,discount_usage,website_sessions,mobile_sessions,category_preferences,price_sensitivity,campaign_exposure,historical_discount,expected_margin,purchased_7d,true_p0_purchase
S-30328,2026-04-05,0.0,1.0,57.33,5.0,20.0,4.0,4.0,6.0,0.0,16.0,9.0,0.0,0.6324,4.0,1.0,24.08,0,0.7676
S-30329,2025-06-15,2.0,9.0,29.07,6.0,29.0,4.0,2.0,6.0,0.0,15.0,1.0,5.0,0.0708,3.0,1.0,12.21,1,0.9315
S-30330,2025-03-21,1.0,7.0,106.93,19.0,39.0,5.0,0.0,1.0,3.0,19.0,6.0,2.0,0.0503,3.0,1.0,44.91,1,0.9367
S-30331,2025-02-05,4.0,4.0,95.08,45.0,32.0,4.0,1.0,2.0,2.0,5.0,0.0,3.0,0.5305,2.0,1.0,39.93,1,0.8313
S-30332,2025-11-29,5.0,11.0,26.1,27.0,18.0,4.0,4.0,6.0,2.0,8.0,14.0,1.0,0.2215,1.0,0.0,10.96,1,0.8624
S-30333,2026-05-31,0.0,7.0,108.99,46.0,20.0,5.0,3.0,5.0,1.0,13.0,10.0,0.0,0.8155,7.0,1.0,45.78,1,0.5915
S-30334,2026-01-03,4.0,8.0,117.6,56.0,22.0,2.0,0.0,7.0,0.0,4.0,7.0,0.0,0.4481,5.0,0.0,49.39,1,0.754
S-30335,2025-09-02,4.0,8.0,123.28,32.0,22.0,4.0,2.0,4.0,1.0,19.0,2.0,0.0,0.3936,4.0,0.0,51.78,1,0.9153
S-30336,2025-11-07,5.0,11.0,81.83,48.0,1.0,2.0,1.0,4.0,1.0,8.0,9.0,1.0,0.7071,4.0,1.0,34.37,0,0.6201
S-30337,2025-08-14,0.0,7.0,96.24,17.0,31.0,4.0,1.0,4.0,1.0,2.0,5.0,4.0,0.8379,1.0,0.0,40.42,0,0.714
S-30338,2025-07-19,5.0,6.0,111.42,31.0,34.0,4.0,4.0,6.0,0.0,16.0,5.0,3.0,0.1939,4.0,1.0,46.8,1,0.9456
S-30339,2025-09-02,3.0,7.0,139.11,45.0,25.0,2.0,3.0,9.0,0.0,5.0,9.0,1.0,0.814,7.0,1.0,58.43,1,0.691
S-30340,2026-02-26,4.0,8.0,68.06,59.0,22.0,5.0,4.0,6.0,3.0,2.0,8.0,2.0,0.8867,0.0,1.0,28.59,1,0.6824
S-30341,2026-05-31,1.0,5.0,139.25,25.0,31.0,2.0,3.0,0.0,1.0,4.0,14.0,3.0,0.531,4.0,1.0,58.48,1,0.4268
S-30342,2025-09-25,4.0,11.0,45.58,49.0,28.0,3.0,4.0,7.0,0.0,9.0,6.0,3.0,0.9251,0.0,0.0,19.14,1,0.7747
S-30343,2025-03-30,4.0,10.0,79.63,8.0,1.0,0.0,0.0,2.0,1.0,13.0,5.0,5.0,0.4807,6.0,1.0,33.44,1,0.7027
S-30344,2025-12-23,2.0,8.0,61.22,51.0,1.0,6.0,1.0,3.0,2.0,3.0,14.0,4.0,0.9445,2.0,0.0,25.71,1,0.5162
S-30345,2025-10-20,0.0,5.0,71.85,10.0,18.0,1.0,4.0,4.0,1.0,11.0,0.0,5.0,0.7618,5.0,1.0,30.18,1,0.4037
S-30346,2026-02-13,1.0,7.0,65.8,46.0,7.0,5.0,3.0,9.0,3.0,3.0,3.0,4.0,0.6322,7.0,0.0,27.64,1,0.52
S-30347,2025-07-30,5.0,6.0,31.82,22.0,27.0,1.0,0.0,0.0,3.0,15.0,0.0,5.0,0.5225,2.0,1.0,13.36,1,0.887
S-30348,2025-08-24,3.0,7.0,106.73,43.0,4.0,2.0,0.0,0.0,3.0,10.0,4.0,0.0,0.3668,3.0,0.0,44.83,1,0.4738
S-30349,2025-03-27,4.0,10.0,101.93,7.0,27.0,4.0,2.0,1.0,1.0,7.0,7.0,4.0,0.3507,0.0,1.0,42.81,1,0.8933
S-30350,2026-05-08,4.0,10.0,28.74,22.0,11.0,1.0,3.0,3.0,0.0,17.0,12.0,3.0,0.1971,5.0,0.0,12.07,0,0.7089
S-30351,2025-04-29,5.0,7.0,60.66,58.0,27.0,2.0,4.0,9.0,3.0,16.0,5.0,2.0,0.924,1.0,1.0,25.48,1,0.8455
S-30352,2026-02-02,5.0,10.0,138.6,31.0,23.0,0.0,3.0,0.0,0.0,1.0,7.0,4.0,0.7627,2.0,0.0,58.21,0,0.4738
S-30353,2026-01-13,3.0,8.0,137.14,29.0,35.0,3.0,2.0,6.0,0.0,2.0,3.0,5.0,0.6938,1.0,1.0,57.6,0,0.8271
S-30354,2026-05-02,4.0,4.0,139.35,18.0,25.0,7.0,1.0,6.0,2.0,8.0,7.0,2.0,0.911,6.0,0.0,58.53,1,0.9704
S-30355,2026-02-13,1.0,2.0,80.99,58.0,14.0,4.0,3.0,5.0,2.0,3.0,14.0,4.0,0.4886,5.0,0.0,34.02,0,0.3318
S-30356,2025-04-15,3.0,7.0,73.34,28.0,35.0,3.0,0.0,5.0,1.0,6.0,12.0,5.0,0.7106,0.0,1.0,30.8,1,0.8957
S-30357,2025-09-15,4.0,9.0,125.73,43.0,38.0,7.0,4.0,2.0,2.0,14.0,7.0,5.0,0.5291,1.0,1.0,52.81,1,0.9312
S-30358,2025-04-05,4.0,5.0,102.64,35.0,36.0,0.0,3.0,5.0,0.0,8.0,9.0,0.0,0.5805,6.0,0.0,43.11,1,0.7281
S-30359,2025-05-08,3.0,7.0,73.15,41.0,33.0,7.0,3.0,7.0,0.0,1.0,11.0,1.0,0.137,7.0,0.0,30.72,1,0.8952
S-30360,2026-03-19,4.0,4.0,64.33,30.0,34.0,2.0,0.0,0.0,1.0,4.0,13.0,0.0,0.2367,3.0,0.0,27.02,1,0.8038
S-30361,2025-08-23,0.0,1.0,120.3,29.0,24.0,2.0,3.0,8.0,1.0,11.0,6.0,0.0,0.7706,4.0,1.0,50.53,1,0.5878
S-30362,2026-05-03,0.0,7.0,48.74,2.0,37.0,6.0,4.0,7.0,1.0,10.0,6.0,4.0,0.6415,7.0,1.0,20.47,1,0.9064
S-30363,2026-04-30,1.0,5.0,125.81,58.0,22.0,5.0,1.0,1.0,2.0,4.0,1.0,2.0,0.1556,6.0,0.0,52.84,0,0.48
S-30364,2026-01-06,4.0,7.0,133.95,19.0,24.0,2.0,0.0,4.0,2.0,14.0,3.0,3.0,0.1744,0.0,0.0,56.26,1,0.9141
S-30365,2026-03-29,1.0,1.0,26.23,3.0,25.0,2.0,3.0,3.0,1.0,9.0,6.0,3.0,0.9113,5.0,1.0,11.02,0,0.6626
S-30366,2025-03-29,1.0,1.0,65.03,21.0,38.0,2.0,2.0,9.0,3.0,9.0,7.0,3.0,0.7597,7.0,1.0,27.31,1,0.8436
S-30367,2025-12-10,4.0,7.0,136.68,25.0,34.0,5.0,3.0,9.0,0.0,14.0,5.0,3.0,0.4713,0.0,0.0,57.41,1,0.9675
S-30368,2026-05-19,1.0,5.0,123.33,3.0,36.0,2.0,2.0,5.0,1.0,13.0,10.0,1.0,0.2874,1.0,0.0,51.8,0,0.86
S-30369,2026-02-08,5.0,10.0,128.64,36.0,18.0,2.0,0.0,1.0,2.0,7.0,7.0,1.0,0.8875,4.0,1.0,54.03,1,0.7807
S-30370,2025-02-01,2.0,6.0,124.96,9.0,14.0,5.0,4.0,0.0,3.0,8.0,0.0,1.0,0.7009,4.0,1.0,52.48,1,0.6536
S-30371,2025-11-06,1.0,2.0,45.55,5.0,12.0,0.0,4.0,9.0,0.0,9.0,2.0,1.0,0.0816,4.0,1.0,19.13,1,0.5112
S-30372,2025-06-06,3.0,9.0,31.94,19.0,13.0,6.0,2.0,4.0,2.0,8.0,5.0,4.0,0.5344,6.0,1.0,13.42,1,0.8693
S-30373,2025-10-04,2.0,9.0,108.11,49.0,26.0,6.0,0.0,7.0,2.0,2.0,3.0,1.0,0.1275,4.0,1.0,45.41,1,0.8526
S-30374,2025-04-27,4.0,9.0,133.89,54.0,13.0,1.0,2.0,1.0,3.0,5.0,10.0,2.0,0.6186,2.0,1.0,56.23,1,0.3612
S-30375,2025-01-04,3.0,8.0,56.18,8.0,39.0,4.0,4.0,1.0,1.0,13.0,9.0,1.0,0.4485,1.0,0.0,23.6,1,0.8957
S-30376,2025-11-22,5.0,8.0,30.29,3.0,0.0,0.0,1.0,7.0,0.0,16.0,7.0,1.0,0.1388,2.0,1.0,12.72,1,0.8647
S-30377,2025-05-25,5.0,5.0,65.7,54.0,17.0,7.0,1.0,6.0,1.0,13.0,8.0,5.0,0.6087,0.0,1.0,27.59,1,0.9488
S-30378,2025-09-29,2.0,8.0,65.73,25.0,31.0,5.0,0.0,0.0,3.0,4.0,9.0,1.0,0.4825,1.0,1.0,27.61,1,0.8256
S-30379,2025-02-12,5.0,8.0,136.58,47.0,19.0,2.0,1.0,7.0,2.0,12.0,6.0,3.0,0.7791,5.0,1.0,57.36,1,0.8624
S-30380,2025-02-17,4.0,9.0,56.8,37.0,7.0,6.0,3.0,9.0,3.0,7.0,4.0,4.0,0.5634,1.0,1.0,23.86,1,0.867
S-30381,2026-04-06,2.0,8.0,51.33,15.0,32.0,2.0,4.0,7.0,3.0,5.0,12.0,3.0,0.294,1.0,1.0,21.56,1,0.7359
S-30382,2026-01-24,3.0,7.0,33.94,46.0,23.0,3.0,2.0,5.0,2.0,7.0,1.0,0.0,0.7909,5.0,1.0,14.26,0,0.6985
S-30383,2025-07-02,1.0,1.0,28.25,51.0,12.0,1.0,4.0,7.0,2.0,17.0,6.0,1.0,0.2966,3.0,1.0,11.86,1,0.3578
S-30384,2026-02-15,5.0,10.0,118.64,8.0,30.0,5.0,4.0,1.0,3.0,3.0,8.0,1.0,0.3919,1.0,0.0,49.83,1,0.8975
S-30385,2026-02-19,1.0,2.0,45.46,45.0,14.0,2.0,4.0,2.0,2.0,12.0,4.0,2.0,0.482,6.0,1.0,19.09,0,0.2739
S-30386,2025-04-03,2.0,2.0,48.6,7.0,30.0,3.0,1.0,3.0,0.0,9.0,0.0,0.0,0.2951,4.0,1.0,20.41,1,0.8635
S-30387,2025-11-07,3.0,5.0,19.69,26.0,16.0,7.0,3.0,4.0,2.0,11.0,2.0,0.0,0.5641,0.0,1.0,8.27,1,0.8889
S-30388,2025-09-20,0.0,3.0,108.42,19.0,12.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,0.1098,4.0,0.0,45.54,0,0.5162
S-30389,2025-08-30,3.0,5.0,23.35,5.0,16.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,0.1869,3.0,1.0,9.81,1,0.6142
S-30390,2025-03-16,4.0,6.0,71.48,36.0,27.0,7.0,1.0,4.0,2.0,18.0,6.0,4.0,0.4014,2.0,1.0,30.02,1,0.9701
S-30391,2026-05-14,0.0,0.0,99.32,19.0,9.0,0.0,1.0,5.0,2.0,6.0,3.0,3.0,0.2239,1.0,0.0,41.71,0,0.3154
S-30392,2025-02-05,0.0,2.0,65.04,6.0,31.0,4.0,2.0,4.0,1.0,14.0,1.0,3.0,0.8524,3.0,0.0,27.31,1,0.8442
S-30393,2025-06-06,5.0,8.0,76.34,34.0,16.0,0.0,3.0,8.0,2.0,5.0,13.0,5.0,0.4777,4.0,0.0,32.06,1,0.677
S-30394,2025-05-15,5.0,5.0,67.62,21.0,31.0,4.0,0.0,7.0,0.0,14.0,7.0,4.0,0.5564,0.0,1.0,28.4,1,0.9795
S-30395,2026-01-19,3.0,7.0,133.57,3.0,34.0,0.0,4.0,5.0,0.0,13.0,10.0,4.0,0.6915,7.0,1.0,56.1,1,0.8077
S-30396,2026-03-25,0.0,6.0,108.58,11.0,32.0,5.0,2.0,6.0,1.0,19.0,10.0,1.0,0.4116,4.0,0.0,45.61,1,0.9187
S-30397,2026-02-01,4.0,6.0,87.03,23.0,23.0,1.0,2.0,6.0,2.0,19.0,8.0,3.0,0.5404,0.0,0.0,36.55,0,0.8854
S-30398,2025-06-17,5.0,11.0,115.95,46.0,15.0,1.0,3.0,1.0,2.0,12.0,2.0,2.0,0.3333,3.0,0.0,48.7,1,0.5646
S-30399,2025-03-15,2.0,4.0,68.37,24.0,21.0,7.0,2.0,4.0,2.0,16.0,2.0,0.0,0.5564,1.0,1.0,28.71,1,0.9241
S-30400,2025-10-28,2.0,3.0,18.01,53.0,35.0,7.0,3.0,0.0,3.0,8.0,3.0,5.0,0.7996,6.0,1.0,8.0,1,0.7604
S-30401,2026-04-04,2.0,3.0,119.04,40.0,10.0,2.0,3.0,7.0,0.0,4.0,13.0,2.0,0.3926,6.0,1.0,50.0,1,0.4207
S-30402,2025-07-02,1.0,7.0,22.4,38.0,14.0,4.0,0.0,4.0,0.0,7.0,10.0,1.0,0.2906,5.0,1.0,9.41,1,0.6411
S-30403,2025-05-21,2.0,8.0,18.01,2.0,20.0,2.0,2.0,9.0,3.0,1.0,3.0,5.0,0.577,0.0,1.0,8.0,1,0.7875
S-30404,2025-09-18,1.0,1.0,91.98,41.0,5.0,0.0,3.0,3.0,0.0,6.0,8.0,4.0,0.6413,7.0,1.0,38.63,1,0.14
S-30405,2026-02-28,1.0,6.0,140.0,56.0,2.0,6.0,2.0,7.0,1.0,9.0,12.0,2.0,0.5204,7.0,0.0,58.8,1,0.5622
S-30406,2025-08-04,0.0,3.0,128.11,53.0,31.0,7.0,4.0,2.0,2.0,15.0,11.0,3.0,0.3646,7.0,1.0,53.81,0,0.6759
S-30407,2025-01-02,5.0,11.0,101.32,45.0,17.0,4.0,3.0,7.0,3.0,13.0,12.0,4.0,0.2818,5.0,0.0,42.55,1,0.8792
S-30408,2025-01-12,5.0,6.0,36.93,19.0,1.0,4.0,4.0,5.0,1.0,3.0,9.0,4.0,0.4994,6.0,1.0,15.51,0,0.7181
S-30409,2025-06-28,5.0,6.0,138.39,20.0,13.0,5.0,1.0,4.0,0.0,8.0,13.0,2.0,0.3178,5.0,1.0,58.12,1,0.9248
S-30410,2025-02-03,3.0,7.0,125.47,9.0,33.0,6.0,2.0,0.0,2.0,3.0,10.0,5.0,0.8046,0.0,0.0,52.7,1,0.8971
S-30411,2025-02-01,3.0,7.0,110.51,8.0,38.0,0.0,0.0,9.0,1.0,14.0,13.0,1.0,0.5348,0.0,1.0,46.41,1,0.9473
S-30412,2025-06-25,3.0,3.0,112.38,30.0,28.0,0.0,0.0,0.0,0.0,15.0,14.0,1.0,0.1188,4.0,0.0,47.2,0,0.715
S-30413,2026-02-07,2.0,7.0,78.97,43.0,30.0,5.0,3.0,0.0,0.0,17.0,8.0,5.0,0.6337,6.0,0.0,33.17,1,0.7658
S-30414,2025-04-04,1.0,1.0,118.36,45.0,1.0,2.0,1.0,8.0,0.0,12.0,14.0,0.0,0.5115,5.0,0.0,49.71,1,0.4713
S-30415,2025-04-11,1.0,4.0,78.12,3.0,0.0,5.0,1.0,5.0,2.0,11.0,2.0,5.0,0.9474,0.0,1.0,32.81,1,0.7883
S-30416,2025-01-15,4.0,8.0,23.73,4.0,20.0,2.0,1.0,2.0,3.0,6.0,7.0,1.0,0.2508,2.0,1.0,9.97,1,0.8375
S-30417,2025-12-22,0.0,4.0,39.1,37.0,30.0,7.0,3.0,1.0,0.0,17.0,9.0,5.0,0.7987,2.0,0.0,16.42,0,0.7883
S-30418,2025-01-19,1.0,8.0,83.44,12.0,6.0,4.0,3.0,9.0,3.0,7.0,0.0,3.0,0.3584,5.0,1.0,35.05,1,0.7006
S-30419,2026-05-19,4.0,7.0,96.98,16.0,31.0,7.0,3.0,2.0,1.0,9.0,1.0,3.0,0.5951,1.0,0.0,40.73,1,0.9488
S-30420,2025-12-01,3.0,6.0,64.97,25.0,2.0,0.0,3.0,9.0,1.0,5.0,10.0,2.0,0.4694,5.0,1.0,27.29,0,0.4564
S-30421,2025-03-10,0.0,0.0,54.92,24.0,38.0,3.0,3.0,2.0,3.0,4.0,12.0,1.0,0.2913,4.0,1.0,23.07,1,0.5449
S-30422,2025-11-13,4.0,4.0,113.21,19.0,3.0,4.0,4.0,0.0,1.0,5.0,11.0,0.0,0.757,1.0,0.0,47.55,1,0.5461
S-30423,2025-07-23,3.0,9.0,117.29,16.0,20.0,3.0,2.0,9.0,2.0,12.0,5.0,5.0,0.8064,3.0,0.0,49.26,1,0.9047
S-30424,2026-01-24,4.0,9.0,83.43,55.0,22.0,6.0,1.0,2.0,1.0,19.0,9.0,4.0,0.1506,5.0,1.0,35.04,1,0.9125
S-30425,2025-06-29,4.0,9.0,46.85,4.0,32.0,5.0,0.0,4.0,1.0,9.0,4.0,3.0,0.6008,0.0,1.0,19.68,1,0.9734
S-30426,2025-09-20,3.0,3.0,92.7,3.0,18.0,6.0,2.0,8.0,0.0,8.0,2.0,3.0,0.1807,2.0,1.0,38.94,1,0.9514
S-30427,2026-01-29,0.0,2.0,119.96,56.0,7.0,7.0,2.0,9.0,0.0,19.0,3.0,5.0,0.4584,0.0,1.0,50.38,1,0.7721
S-30428,2026-01-16,1.0,5.0,116.05,27.0,19.0,1.0,4.0,9.0,3.0,16.0,10.0,2.0,0.5167,1.0,1.0,48.74,0,0.6166
S-30429,2026-03-17,3.0,3.0,95.97,16.0,23.0,0.0,2.0,1.0,1.0,12.0,2.0,3.0,0.4597,0.0,1.0,40.31,0,0.6388
S-30430,2025-01-05,0.0,5.0,119.84,35.0,8.0,4.0,4.0,4.0,2.0,17.0,1.0,0.0,0.7328,4.0,1.0,50.33,1,0.4465
S-30431,2026-05-02,3.0,8.0,46.13,16.0,6.0,5.0,3.0,9.0,0.0,9.0,5.0,4.0,0.4554,1.0,1.0,19.37,1,0.8641
S-30432,2025-11-09,0.0,5.0,107.87,3.0,34.0,0.0,0.0,8.0,2.0,1.0,10.0,0.0,0.8736,5.0,1.0,45.31,1,0.712
S-30433,2025-10-17,0.0,3.0,26.77,6.0,15.0,7.0,1.0,4.0,1.0,3.0,2.0,5.0,0.9242,2.0,1.0,11.24,1,0.81
S-30434,2025-09-23,3.0,10.0,121.12,30.0,8.0,1.0,4.0,0.0,0.0,18.0,0.0,0.0,0.1565,2.0,1.0,50.87,0,0.4256
S-30435,2025-11-06,4.0,6.0,54.05,54.0,10.0,7.0,3.0,5.0,0.0,18.0,4.0,0.0,0.668,4.0,1.0,22.7,1,0.8839
S-30436,2025-03-11,1.0,5.0,32.23,27.0,39.0,2.0,4.0,8.0,3.0,16.0,8.0,0.0,0.4611,3.0,1.0,13.54,1,0.8077
S-30437,2026-04-30,1.0,5.0,115.65,19.0,33.0,2.0,1.0,0.0,1.0,15.0,6.0,1.0,0.3656,0.0,0.0,48.57,0,0.7379
S-30438,2025-01-05,1.0,4.0,95.15,0.0,6.0,2.0,0.0,4.0,0.0,12.0,7.0,3.0,0.0778,6.0,1.0,39.96,1,0.7211
S-30439,2025-10-25,2.0,5.0,30.21,32.0,8.0,7.0,3.0,9.0,1.0,16.0,3.0,0.0,0.5895,7.0,1.0,12.69,1,0.8966
S-30440,2026-03-16,4.0,11.0,127.99,5.0,35.0,0.0,2.0,2.0,1.0,6.0,11.0,3.0,0.7809,4.0,0.0,53.76,1,0.8077
S-30441,2025-02-07,1.0,5.0,124.44,7.0,35.0,6.0,1.0,5.0,2.0,10.0,0.0,4.0,0.2891,7.0,1.0,52.27,1,0.9445
S-30442,2025-06-12,0.0,7.0,88.8,4.0,13.0,3.0,0.0,5.0,1.0,10.0,12.0,4.0,0.7817,5.0,1.0,37.3,1,0.7427
S-30443,2025-04-13,0.0,7.0,76.27,1.0,28.0,2.0,2.0,7.0,3.0,13.0,7.0,1.0,0.4035,4.0,1.0,32.03,1,0.8077
S-30444,2025-11-14,1.0,8.0,36.52,29.0,36.0,5.0,4.0,6.0,0.0,13.0,9.0,5.0,0.5889,5.0,1.0,15.34,0,0.8436
S-30445,2026-04-19,4.0,5.0,35.13,24.0,10.0,2.0,0.0,3.0,1.0,10.0,13.0,2.0,0.1649,7.0,1.0,14.75,1,0.7892
S-30446,2025-10-21,4.0,7.0,82.45,1.0,5.0,7.0,0.0,3.0,0.0,5.0,3.0,4.0,0.4026,0.0,1.0,34.63,1,0.9424
S-30447,2026-01-27,4.0,11.0,38.73,23.0,15.0,7.0,0.0,0.0,0.0,14.0,1.0,3.0,0.5608,7.0,1.0,16.27,1,0.944
S-30448,2025-04-12,1.0,1.0,63.29,55.0,37.0,2.0,2.0,7.0,2.0,19.0,1.0,1.0,0.5484,7.0,0.0,26.58,1,0.7604
S-30449,2026-03-23,4.0,9.0,127.3,58.0,25.0,6.0,1.0,2.0,1.0,17.0,14.0,2.0,0.3545,0.0,1.0,53.47,1,0.9064
S-30450,2025-02-02,4.0,5.0,37.19,15.0,5.0,3.0,2.0,3.0,1.0,13.0,5.0,1.0,0.131,5.0,0.0,15.62,1,0.7966
S-30451,2025-08-24,2.0,4.0,27.54,19.0,19.0,5.0,2.0,0.0,2.0,14.0,1.0,3.0,0.6424,1.0,1.0,11.57,0,0.7998
S-30452,2026-01-23,3.0,5.0,26.29,57.0,3.0,1.0,4.0,9.0,1.0,2.0,0.0,1.0,0.8497,4.0,0.0,11.04,1,0.2583
S-30453,2025-10-06,1.0,8.0,37.32,49.0,14.0,3.0,3.0,8.0,1.0,10.0,6.0,1.0,0.7738,2.0,0.0,15.67,0,0.5062
S-30454,2025-10-01,5.0,8.0,99.74,59.0,39.0,2.0,1.0,0.0,2.0,9.0,9.0,4.0,0.2337,7.0,1.0,41.89,1,0.7883
S-30455,2025-07-01,4.0,9.0,91.73,42.0,0.0,0.0,1.0,6.0,1.0,8.0,11.0,0.0,0.6282,0.0,1.0,38.53,1,0.4825
S-30456,2025-01-24,5.0,6.0,107.58,58.0,8.0,4.0,1.0,4.0,1.0,15.0,4.0,1.0,0.1908,1.0,1.0,45.18,1,0.8176
S-30457,2025-02-06,2.0,2.0,89.5,36.0,31.0,1.0,4.0,0.0,0.0,7.0,1.0,0.0,0.2208,4.0,1.0,37.59,1,0.3682
S-30458,2026-01-17,1.0,8.0,101.68,53.0,37.0,7.0,4.0,1.0,1.0,11.0,12.0,0.0,0.5243,6.0,1.0,42.7,1,0.7241
S-30459,2025-09-10,4.0,11.0,67.76,2.0,26.0,0.0,3.0,5.0,1.0,19.0,14.0,5.0,0.3543,2.0,0.0,28.46,1,0.888
S-30460,2025-12-18,2.0,8.0,102.47,10.0,0.0,5.0,4.0,1.0,1.0,7.0,1.0,4.0,0.6589,3.0,0.0,43.04,0,0.5275
S-30461,2026-01-16,0.0,7.0,24.8,19.0,14.0,3.0,2.0,2.0,1.0,11.0,10.0,1.0,0.6151,6.0,0.0,10.41,0,0.4963
S-30462,2026-03-07,2.0,3.0,58.72,27.0,28.0,1.0,3.0,5.0,0.0,10.0,13.0,4.0,0.2707,1.0,1.0,24.66,0,0.6376
S-30463,2026-02-12,2.0,8.0,20.81,1.0,34.0,0.0,0.0,9.0,2.0,19.0,14.0,1.0,0.7992,0.0,1.0,8.74,1,0.9456
S-30464,2026-02-06,4.0,5.0,125.86,4.0,3.0,1.0,3.0,0.0,2.0,9.0,4.0,0.0,0.143,6.0,1.0,52.86,1,0.5449
S-30465,2026-03-24,5.0,11.0,62.2,41.0,28.0,3.0,1.0,2.0,3.0,6.0,7.0,4.0,0.3312,2.0,0.0,26.12,1,0.8409
S-30466,2026-01-23,0.0,6.0,83.84,43.0,26.0,5.0,0.0,1.0,2.0,15.0,4.0,4.0,0.1748,0.0,1.0,35.21,1,0.7281
S-30467,2025-04-06,1.0,3.0,50.21,29.0,17.0,1.0,4.0,4.0,2.0,13.0,12.0,5.0,0.1719,2.0,1.0,21.09,1,0.3929
S-30468,2026-02-09,2.0,5.0,83.37,32.0,20.0,2.0,1.0,9.0,2.0,19.0,8.0,2.0,0.4044,3.0,1.0,35.01,1,0.8653
S-30469,2025-06-04,1.0,2.0,119.16,35.0,16.0,3.0,0.0,5.0,1.0,19.0,13.0,0.0,0.4767,0.0,1.0,50.05,1,0.785
S-30470,2025-09-11,1.0,8.0,138.88,3.0,15.0,5.0,3.0,2.0,1.0,18.0,9.0,2.0,0.7115,1.0,0.0,58.33,1,0.8227
S-30471,2025-11-05,2.0,7.0,54.25,54.0,3.0,7.0,2.0,9.0,0.0,15.0,6.0,1.0,0.3942,7.0,0.0,22.79,1,0.8278
S-30472,2025-11-17,1.0,6.0,133.79,52.0,36.0,4.0,1.0,6.0,2.0,6.0,11.0,0.0,0.7827,4.0,1.0,56.19,1,0.7446
S-30473,2026-01-05,2.0,7.0,95.37,10.0,30.0,2.0,0.0,2.0,2.0,18.0,8.0,3.0,0.3007,7.0,1.0,40.05,1,0.8938
S-30474,2025-04-15,2.0,6.0,92.94,54.0,23.0,4.0,2.0,9.0,3.0,5.0,3.0,4.0,0.047,4.0,0.0,39.03,1,0.7171
S-30475,2025-09-21,0.0,1.0,126.16,4.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,5.0,0.4376,2.0,0.0,52.99,0,0.3775
S-30476,2025-07-04,4.0,6.0,113.33,8.0,19.0,0.0,3.0,4.0,0.0,14.0,10.0,0.0,0.2938,2.0,0.0,47.6,1,0.7721
S-30477,2025-02-21,2.0,6.0,89.66,37.0,5.0,1.0,4.0,2.0,3.0,9.0,4.0,1.0,0.6772,5.0,1.0,37.66,0,0.2236
S-30478,2025-06-08,3.0,5.0,91.63,26.0,36.0,4.0,1.0,6.0,1.0,11.0,11.0,4.0,0.5491,1.0,0.0,38.48,0,0.9382
S-30479,2025-09-09,1.0,5.0,77.65,42.0,15.0,4.0,4.0,9.0,0.0,19.0,1.0,3.0,0.5957,4.0,1.0,32.61,1,0.7231
S-30480,2025-08-12,2.0,6.0,112.69,41.0,26.0,4.0,2.0,7.0,3.0,2.0,12.0,5.0,0.2365,5.0,0.0,47.33,1,0.7221
S-30481,2025-01-18,5.0,11.0,134.06,57.0,31.0,5.0,1.0,2.0,2.0,17.0,8.0,4.0,0.9054,6.0,1.0,56.31,1,0.9312
S-30482,2026-02-26,2.0,5.0,109.05,10.0,33.0,2.0,1.0,4.0,2.0,18.0,2.0,3.0,0.8144,3.0,0.0,45.8,1,0.9064
S-30483,2025-03-11,2.0,5.0,55.15,51.0,39.0,2.0,2.0,9.0,3.0,17.0,7.0,4.0,0.3802,1.0,1.0,23.16,1,0.8588
S-30484,2025-11-02,4.0,11.0,27.66,19.0,21.0,4.0,3.0,8.0,3.0,10.0,9.0,4.0,0.5963,4.0,1.0,11.62,1,0.9157
S-30485,2025-04-20,1.0,7.0,111.23,2.0,35.0,3.0,0.0,5.0,3.0,5.0,4.0,1.0,0.4692,5.0,1.0,46.72,1,0.8849
S-30486,2026-02-15,2.0,8.0,81.09,18.0,33.0,4.0,4.0,0.0,1.0,15.0,5.0,2.0,0.5298,1.0,1.0,34.06,1,0.7875
S-30487,2025-12-13,0.0,3.0,87.68,45.0,26.0,7.0,0.0,0.0,0.0,6.0,14.0,2.0,0.6253,0.0,1.0,36.83,1,0.6974
S-30488,2026-03-01,1.0,1.0,108.73,36.0,14.0,2.0,3.0,3.0,0.0,3.0,2.0,3.0,0.522,7.0,1.0,45.67,1,0.2789
S-30489,2025-04-26,4.0,10.0,136.32,17.0,37.0,0.0,4.0,0.0,0.0,18.0,8.0,3.0,0.6105,6.0,0.0,57.25,1,0.7782
S-30490,2025-10-20,0.0,6.0,58.84,56.0,21.0,4.0,1.0,4.0,0.0,5.0,2.0,4.0,0.7391,7.0,0.0,24.71,1,0.4305
S-30491,2025-12-11,2.0,2.0,109.65,8.0,33.0,4.0,0.0,5.0,3.0,17.0,3.0,0.0,0.5065,5.0,0.0,46.05,1,0.9593
S-30492,2025-03-23,0.0,3.0,73.86,59.0,34.0,4.0,0.0,6.0,2.0,10.0,14.0,2.0,0.3878,6.0,1.0,31.02,1,0.7161
